,id,role_0,role_1,role_2
17179,869,0,0,0
17180,6358,164,4,0
17181,59348,328,4,3
17182,334932,36,0,0
17183,83383,64,0,0
17184,79676,108,0,0
17185,4975,6,0,0
17186,212647,15,0,0
17187,108099,72,0,0
17188,60581,1,0,0
17189,27087,10,0,0
17190,3108,64,2,2
17191,20497,14,0,0
17192,25948,512,1,0
17193,94025,275,1,0
17194,22947,0,0,0
17195,285596,126,2,0
17196,5672,66,3,0
17197,323865,55,2,0
17198,57468,6,0,0
17199,641373,70,0,0
17200,6283,17,0,0
17201,26061,161,4,0
17202,854915,131,0,0
17203,29468,60,0,0
17204,68349,170,1,0
17205,227937,0,0,0
17206,1953,148,4,0
17207,100131439,1,0,0
17208,19082,79,0,0
17209,399335,2,0,0
17210,152816,131,0,0
17211,146754,61,0,0
17212,1183,11,0,0
17213,51804,158,2,0
17214,3373,7,0,0
17215,388650,66,7,0
17216,855972,148,0,0
17217,853587,635,0,1
17218,389791,2,0,0
17219,5639,411,4,0
17220,951476,31,0,0
17221,855491,16,0,0
17222,79998,75,1,0
17223,116654,7,0,0
17224,641324,9,0,0
17225,342184,108,3,0
17226,850694,7,0,0
17227,29887,80,1,1
17228,27283,23,1,0
17229,5457,310,0,0
17230,851069,151,0,0
17231,85360,10,0,0
17232,1180,201,3,0
17233,16582,13,0,0
17234,175643,63,0,2
17235,64097,294,1,0
17236,525716,16,0,0
17237,645922,2,0,0
17238,10217,1006,6,3
17239,125113,181,0,0
17240,20463,24,0,0
17241,23808,80,0,0
17242,64053,8,0,0
17243,11640,4,0,0
17244,221687,682,1,0
17245,10962,9,0,0
17246,401466,4,0,0
17247,230073,148,0,0
17248,856891,61,0,0
17249,6490,2,0,0
17250,100365839,0,0,0
17251,1582,0,0,0
17252,55471,1051,5,0
17253,150248,148,1,0
17254,29801,8,0,0
17255,100862847,375,0,0
17256,231123,19,0,0
17257,2539974,2,0,0
17258,851906,56,0,0
17259,7252,191,2,0
17260,7425,39,0,0
17261,11238,720,0,0
17262,57558,1,0,0
17263,11132,175,4,0
17264,57055,1,0,0
17265,821003,6,0,0
17266,854433,593,0,0
17267,149837,8,0,0
17268,21667,266,0,0
17269,3908,66,6,0
17270,681284,0,0,0
17271,851424,29,0,0
17272,197358,11,0,0
17273,17120,15,0,0
17274,3565820,647,0,1
17275,10690,41,1,0
17276,28442,134,0,0
17277,852026,144,0,0
17278,885,130,4,1
17279,2116,3,0,0
17280,83872,404,1,1
17281,381305,99,2,0
17282,10418,76,0,0
17283,64123,0,0,0
17284,6094,56,1,0
17285,1361,373,3,1
17286,5858,33,3,0
17287,2703429,19,0,0
17288,375033,64,2,1
17289,83854,4,0,0
17290,8763,908,2,0
17291,34595,282,0,0
17292,852015,128,0,0
17293,115352,98,1,0
17294,104252,163,0,0
17295,56604,516,12,5
17296,855844,136,0,0
17297,27439,1,0,0
17298,57719,143,1,0
17299,57198,10,0,0
17300,113655,16,0,0
17301,3627,16,5,0
17302,20392,1,0,0
17303,54816,107,0,1
17304,511298,1,0,0
17305,26048,0,0,0
17306,192117,8,0,0
17307,285668,31,0,0
17308,90586,14,0,0
17309,28974,273,0,0
17310,18198,0,0,0
17311,339768,8,0,0
17312,1036,22,1,0
17313,57667,4,0,0
17314,129446,319,6,0
17315,3772,68,2,0
17316,401285,43,4,0
17317,14083,15,0,0
17318,850424,34,0,0
17319,122622,62,0,0
17320,3126,574,12,2
17321,493911,64,2,0
17322,3918,91,4,1
17323,9002,8,0,0
17324,403944,14,0,0
17325,170850,4,2,1
17326,64108,30,4,0
17327,8372,32,0,0
17328,51673,9,0,0
17329,64111,47,0,0
17330,26254,28,0,0
17331,53319,5,0,0
17332,10479,51,0,0
17333,81749,4,0,0
17334,360216,148,0,0
17335,399664,1160,2,5
17336,1551,70,0,0
17337,850747,593,0,0
17338,6920,1,0,0
17339,68267,173,0,0
17340,4345,9,2,0
17341,76688,114,0,0
17342,19200,31,0,0
17343,143379,144,4,0
17344,9966,2,0,0
17345,3249,23,3,0
17346,81890,314,19,0
17347,15898,162,0,0
17348,126402,4,0,0
17349,3077542,5,0,0
17350,148266,89,0,0
17351,64743,21,0,0
17352,139135,49,0,0
17353,56287,105,4,0
17354,14241,41,0,0
17355,268903,44,0,0
17356,1144,20,0,0
17357,22066,7,0,0
17358,23305,4,0,0
17359,80835,1,0,0
17360,83756,0,1,0
17361,50846,1,0,0
17362,1960,10,0,0
17363,54257,1,0,0
17364,282312,319,1,1
17365,10406,5,0,0
17366,282049,449,0,0
17367,152195,51,0,0
17368,12531,5,0,0
17369,854882,126,0,0
17370,855602,22,0,0
17371,6899,23,0,0
17372,66734,154,0,0
17373,28084,10,0,0
17374,65997,400,5,0
17375,71878,130,8,0
17376,11652,9,1,0
17377,853319,611,0,0
17378,854758,127,0,0
17379,23261,10,0,0
17380,20437,2,0,0
17381,2687,1,0,0
17382,157753,0,0,0
17383,113263,73,4,1
17384,24855,48,1,0
17385,5024,1,0,0
17386,55002,82,0,0
17387,146722,109,0,0
17388,282016,1,0,0
17389,66603,289,0,0
17390,851195,108,0,0
17391,117154,2,0,0
17392,856303,16,0,0
17393,11821,68,0,0
17394,64506,84,2,0
17395,80208,32,1,0
17396,83650,4,0,0
17397,304500,0,0,0
17398,344657,112,0,0
17399,1671,187,0,0
17400,66468,14,0,0
17401,4257,210,1,0
17402,57834,66,0,0
17403,399665,112,1,0
17404,9607,1,0,0
17405,148170,24,2,0
17406,194388,8,0,0
17407,79635,246,5,2
17408,856912,648,0,0
17409,51450,6,0,0
17410,13405,2,0,0
17411,200172,39,0,0
17412,116437,63,0,0
17413,175852,10,0,0
17414,57211,5,0,0
17415,66075,174,0,0
17416,681578,0,0,0
17417,80745,18,0,0
17418,13435,167,1,0
17419,55018,13,0,0
17420,345275,3,0,0
17421,141,297,1,0
17422,91464,622,0,0
17423,7477,49,3,0
17424,58189,1104,5,0
17425,55039,7,0,0
17426,64424,4,0,0
17427,7148,31,0,0
17428,57017,574,2,0
17429,130752,30,0,0
17430,151649,40,0,0
17431,54965,138,0,0
17432,7772,12,0,0
17433,57471,222,2,0
17434,853712,272,0,1
17435,10825,38,1,0
17436,3439,43,4,1
17437,64096,6,0,0
17438,20893,20,0,0
17439,839740,7,0,0
17440,26253,2,0,0
17441,3358,276,4,1
17442,1758,4,0,0
17443,20869,173,1,0
17444,850329,680,1,0
17445,152756,29,0,0
17446,642636,7,0,0
17447,400566,38,0,0
17448,90871,1056,2,0
17449,126321,3,0,0
17450,117,55,0,0
17451,2928,15,0,0
17452,851551,138,0,0
17453,327826,16,0,0
17454,11771,170,1,0
17455,26799,0,0,0
17456,220869,15,0,0
17457,36040,4,0,1
17458,50862,1092,6,1
17459,642475,28,0,0
17460,283149,310,4,0
17461,57666,150,0,0
17462,116832,17,0,0
17463,7172,998,0,0
17464,285761,26,0,0
17465,285600,1024,0,0
17466,855478,598,0,0
17467,853789,133,0,0
17468,133688,3,0,0
17469,16978,180,0,1
17470,116844,534,2,2
17471,54363,31,1,0
17472,23480,71,2,0
17473,837307,15,0,0
17474,55793,189,6,0
17475,23539,15,0,0
17476,246757,3,0,0
17477,57689,2,0,0
17478,284565,166,0,0
17479,11219,131,2,0
17480,5004,106,11,0
17481,339779,9,0,0
17482,74015,15,0,0
17483,155054,136,0,0
17484,51099,164,4,0
17485,220202,27,0,0
17486,8838,24,0,0
17487,18221,24,0,0
17488,12861,25,0,0
17489,285193,895,1,0
17490,3118,58,1,2
17491,3119,68,2,2
17492,100124533,7,0,0
17493,441642,793,0,9
17494,27147,21,0,0
17495,79634,23,0,0
17496,55259,177,3,0
17497,20683,34,0,0
17498,94160,6,0,0
17499,84034,16,0,0
17500,728492,1,0,0
17501,55107,18,0,0
17502,12922,1,0,0
17503,114131,1,1,0
17504,59353,47,0,0
17505,23765,86,2,1
17506,10650,35,0,0
17507,653440,101,0,0
17508,56108,14,0,0
17509,646309,13,0,0
17510,201514,11,0,0
17511,27314,87,3,0
17512,10517,614,1,0
17513,131375,17,0,0
17514,84243,14,0,0
17515,14011,192,0,0
17516,851733,609,0,0
17517,56666,9,0,0
17518,93688,195,0,1
17519,75665,26,0,0
17520,402569,31,0,0
17521,854658,120,0,0
17522,13865,8,0,0
17523,23357,18,0,0
17524,854168,647,0,0
17525,395069,5,0,0
17526,160897,89,0,0
17527,110078,19,0,0
17528,10244,17,2,0
17529,7122,7,0,0
17530,14784,1043,0,0
17531,84591,12,0,0
17532,850911,594,0,0
17533,835701,10,0,0
17534,3682,51,0,1
17535,10631,108,0,0
17536,850455,6,0,0
17537,292156,0,0,0
17538,10599,7,0,0
17539,65166,0,0,0
17540,84125,3,0,0
17541,853104,3,0,0
17542,398174,21,0,0
17543,90693,85,1,0
17544,226646,176,0,0
17545,25984,152,0,0
17546,119358,50,0,0
17547,851666,8,0,0
17548,30839,176,0,1
17549,2619,53,0,0
17550,51704,20,0,0
17551,84103,304,6,0
17552,72972,91,2,1
17553,728194,1023,2,0
17554,129852,18,0,0
17555,2053,43,1,0
17556,856674,156,0,0
17557,108645,24,0,0
17558,68275,64,0,0
17559,855911,6,0,0
17560,65274,13,0,0
17561,84888,6,0,0
17562,77827,31,0,0
17563,23017,92,3,0
17564,284402,123,0,0
17565,29802,2,0,0
17566,548594,2,0,0
17567,29842,45,0,0
17568,102288414,8,0,0
17569,27104,8,0,0
17570,9220,24,0,0
17571,14799,14,0,0
17572,12331,22,0,0
17573,17192,167,0,0
17574,74187,14,0,0
17575,85413,0,0,0
17576,4586,12,0,0
17577,122945,3,0,0
17578,281832,22,0,0
17579,150468,26,0,0
17580,79626,157,3,0
17581,94097,73,2,1
17582,117194,0,0,0
17583,5228,8,0,0
17584,126823,64,1,0
17585,56258,0,0,0
17586,201799,7,0,0
17587,854072,653,0,0
17588,67864,2,0,0
17589,854781,107,0,0
17590,252859,135,0,0
17591,11005,11,0,0
17592,135946,9,0,0
17593,26891,13,0,0
17594,8647,45,3,0
17595,308578,7,0,0
17596,6701,5,0,0
17597,853033,637,0,0
17598,108124,25,0,0
17599,60590,288,0,2
17600,10692,154,0,0
17601,10983,116,0,0
17602,852495,127,0,0
17603,80774,0,0,0
17604,2259,8,0,0
17605,57623,16,0,0
17606,26074,121,0,0
17607,29870,1,0,0
17608,72399,91,0,0
17609,56805,54,0,0
17610,9633,6,0,0
17611,55779,9,0,0
17612,11174,353,1,0
17613,114805,35,0,0
17614,26827,238,7,2
17615,7060,56,0,0
17616,432508,6,0,0
17617,55867,63,0,0
17618,24050,252,0,0
17619,27063,40,0,0
17620,389898,90,0,1
17621,666,7,0,0
17622,55344,901,1,0
17623,83382,99,0,1
17624,8530,26,0,0
17625,29214,94,1,0
17626,24147,2,0,0
17627,29091,17,0,0
17628,5950,72,3,0
17629,852415,131,0,0
17630,24246,7,0,0
17631,83882,12,1,0
17632,4588,1,0,0
17633,283212,168,4,0
17634,255762,35,0,0
17635,677781,13,0,0
17636,165679,2,0,1
17637,3226,429,0,0
17638,54207,6,0,0
17639,56649,63,0,0
17640,252995,4,0,0
17641,51326,1,0,0
17642,64285,199,1,0
17643,3136,37,0,0
17644,3785,62,0,0
17645,4340,20,0,0
17646,5453,20,0,0
17647,3767,74,6,0
17648,4489,562,1,1
17649,79974,993,0,0
17650,57153,0,0,0
17651,100130086,6,0,0
17652,75406,19,0,0
17653,252941,0,0,0
17654,400591,22,0,0
17655,8321,84,5,0
17656,400961,431,1,3
17657,362859,0,0,0
17658,146779,73,2,0
17659,402483,597,1,0
17660,23229,810,3,0
17661,30061,1049,2,0
17662,153918,7,0,0
17663,117153,68,0,0
17664,503543,139,0,0
17665,152573,12,0,0
17666,9315,1012,4,1
17667,163223,6,0,0
17668,100128731,122,0,1
17669,85014,1071,1,0
17670,10721,57,1,0
17671,81562,115,2,0
17672,854556,127,0,0
17673,93492,16,0,0
17674,15384,3,0,0
17675,19069,645,1,2
17676,854980,127,0,0
17677,131965,120,8,0
17678,57102,7,0,0
17679,2863,6,0,0
17680,642585,6,0,0
17681,25054,1,0,0
17682,9514,1021,5,0
17683,852565,113,0,0
17684,11026,19,0,0
17685,854231,625,0,0
17686,114142,4,0,0
17687,646480,3,0,0
17688,852848,0,0,0
17689,18481,12,0,0
17690,68365,104,0,0
17691,280636,8,0,0
17692,9980,42,0,0
17693,174150,84,0,0
17694,202299,28,0,0
17695,75141,362,1,3
17696,84639,40,1,0
17697,18131,0,0,0
17698,30523,47,1,0
17699,853203,642,0,0
17700,79627,6,0,0
17701,856800,612,0,0
17702,24957,122,0,0
17703,450143,87,0,0
17704,9831,1634,3,0
17705,29757,0,0,0
17706,256302,311,6,0
17707,54937,2,0,0
17708,153222,64,1,0
17709,330908,17,0,0
17710,57628,25,0,0
17711,2914,192,0,0
17712,735,63,3,0
17713,25719,0,0,0
17714,55345,100,0,0
17715,2517,368,13,1
17716,126231,26,0,0
17717,142680,6,0,0
17718,55020,92,14,0
17719,70099,29,0,0
17720,13383,3,0,0
17721,55760,99,0,0
17722,6324,16,0,0
17723,57194,5,0,0
17724,57317,184,0,1
17725,203062,25,0,0
17726,823804,1,0,0
17727,65977,13,1,0
17728,100500804,28,0,0
17729,6036,39,0,0
17730,114899,46,0,0
17731,10778,0,0,0
17732,115362,0,0,0
17733,852730,135,0,0
17734,40336,15,0,0
17735,439996,10,0,0
17736,280655,7,0,0
17737,77040,133,0,1
17738,255239,3,0,0
17739,7552,15,0,0
17740,3712,56,11,0
17741,22631,364,0,0
17742,641518,7,0,0
17743,81653,0,0,0
17744,856188,136,0,0
17745,117247,5,0,0
17746,780853,0,0,0
17747,3077471,13,0,0
17748,24766,0,0,0
17749,8435,213,1,0
17750,29960,272,2,0
17751,23596,31,0,1
17752,192286,984,1,0
17753,852432,31,0,0
17754,22834,84,0,0
17755,25595,4,0,0
17756,850348,633,0,0
17757,167410,4,0,0
17758,57810,0,0,0
17759,92806,6,0,0
17760,851259,688,1,0
17761,83857,7,0,0
17762,10861,0,0,0
17763,26504,2,0,0
17764,913,14,0,0
17765,13205,1,0,0
17766,8128,5,0,0
17767,85329,8,0,0
17768,837308,10,0,0
17769,852793,20,0,0
17770,13026,53,0,0
17771,11629,3,0,0
17772,856313,635,0,0
17773,2921,7,0,0
17774,137835,4,0,0
17775,128439,382,2,0
17776,177942,1,0,0
17777,389874,28,0,0
17778,813740,5,0,0
17779,508448,2,0,0
17780,728175,44,1,0
17781,16392,4,0,0
17782,56944,39,1,0
17783,90835,198,0,0
17784,389384,121,2,0
17785,353219,2,0,0
17786,20848,29,0,0
17787,285643,98,1,0
17788,97212,3,0,0
17789,55769,244,0,0
17790,653567,5,0,0
17791,643832,8,0,0
17792,12608,1,0,0
17793,239528,7,0,0
17794,57700,656,0,1
17795,84856,18,0,0
17796,84570,1031,1,0
17797,728599,7,0,0
17798,342346,8,0,0
17799,51302,5,0,0
17800,100363860,0,0,0
17801,50868,31,1,1
17802,856824,605,0,0
17803,373856,1,0,0
17804,13367,59,1,0
17805,100356266,2,0,0
17806,11845,7,0,0
17807,20937,23,0,0
17808,54970,13,0,0
17809,71885,111,6,0
17810,83893,15,0,0
17811,54896,501,1,0
17812,100131713,438,0,0
17813,2679,1,0,0
17814,10903,42,0,0
17815,27015,3,0,0
17816,25770,3,0,0
17817,18674,26,0,0
17818,23366,30,0,0
17819,84449,252,2,0
17820,855543,649,0,0
17821,1120,16,0,0
17822,15502,14,0,0
17823,20411,136,1,0
17824,401647,25,1,0
17825,79955,17,0,0
17826,152926,64,5,0
17827,340571,4,0,0
17828,851337,14,0,0
17829,652276,5,0,0
17830,51442,41,0,0
17831,254268,1000,0,0
17832,31521,86,1,0
17833,390212,1,0,0
17834,387733,1,0,0
17835,55028,34,1,0
17836,79591,623,1,0
17837,21780,185,1,0
17838,22346,6,0,0
17839,54522,2,0,0
17840,854306,123,0,0
17841,25832,141,0,0
17842,100341057,395,0,1
17843,51402,31,0,0
17844,158135,121,0,0
17845,842338,3,0,0
17846,390937,6,0,0
17847,283537,7,0,0
17848,100505741,7,0,0
17849,11322,102,0,0
17850,55764,48,7,0
17851,151354,230,0,0
17852,5412,1042,0,0
17853,374111,3,0,0
17854,5225,330,0,2
17855,553117,15,0,0
17856,9907,18,0,0
17857,3902,11,0,0
17858,13143,146,0,0
17859,85865,138,2,0
17860,55200,129,0,1
17861,285242,16,0,0
17862,388015,7,0,0
17863,10050,381,0,0
17864,50839,4,0,0
17865,851168,606,0,0
17866,63946,12,0,0
17867,338707,8,0,0
17868,474382,122,1,0
17869,25673,0,0,0
17870,54577,12,0,0
17871,824554,8,0,0
17872,162966,3,0,0
17873,1724717,90,0,0
17874,83698,24,2,0
17875,24476,0,0,0
17876,117289,5,0,0
17877,66447,155,0,0
17878,104836,2,0,0
17879,60595,5,0,0
17880,11247,5,0,0
17881,594839,10,0,0
17882,25682,0,0,0
17883,831856,10,0,0
17884,80122,89,0,0
17885,680161,0,0,0
17886,23116,269,2,0
17887,6695,53,0,0
17888,147407,0,0,0
17889,255809,13,0,0
17890,24681,18,0,0
17891,42428,12,0,0
17892,2849,1,0,0
17893,132332,5,0,0
17894,852639,128,0,0
17895,12649,167,9,0
17896,29816,1,0,0
17897,289950,0,0,0
17898,851068,127,0,0
17899,128822,26,0,0
17900,376693,5,0,0
17901,17708,154,0,0
17902,66152,21,0,0
17903,80094,1056,0,0
17904,20714,6,0,0
17905,79148,20,0,0
17906,856744,136,0,0
17907,734901,20,0,0
17908,100529239,2,0,0
17909,115294,75,0,0
17910,146723,72,1,0
17911,856895,14,0,0
17912,1440,8,0,0
17913,511736,12,0,0
17914,80761,321,1,0
17915,51660,32,0,0
17916,26226,1,0,0
17917,70314,7,0,0
17918,55891,0,0,0
17919,855355,646,0,0
17920,83596,686,1,2
17921,171567,25,1,0
17922,285349,7,0,0
17923,14824,6,0,0
17924,200942,117,0,0
17925,67092,0,0,0
17926,2628,1,0,0
17927,711,47,0,0
17928,8605,46,0,0
17929,5322,9,0,0
17930,24415,5,0,0
17931,84795,17,0,0
17932,64462,12,0,0
17933,855883,117,0,0
17934,16497,16,0,0
17935,6656,23,0,0
17936,14479,11,0,0
17937,81691,35,0,0
17938,123688,16,0,0
17939,590,24,0,0
17940,8292,6,0,0
17941,245877,175,0,0
17942,8369,36,1,0
17943,126074,129,3,0
17944,30014,3,0,0
17945,285268,135,1,1
17946,135927,15,0,0
17947,139728,65,0,0
17948,389119,85,0,0
17949,113990,0,0,0
17950,6291,46,1,0
17951,388536,62,0,0
17952,79567,20,0,0
17953,727936,7,0,0
17954,853861,123,0,0
17955,3617,8,0,0
17956,399670,2,0,0
17957,690632,0,0,0
17958,55552,4,0,0
17959,65040,17,0,0
17960,112479,26,1,0
17961,285368,6,0,0
17962,222662,21,1,0
17963,5972,20,0,0
17964,3593,5,0,1
17965,11474,2,0,0
17966,23626,20,0,0
17967,63977,74,0,0
17968,256957,2,0,0
17969,29382,8,0,0
17970,3449,35,0,0
17971,4295,2,0,0
17972,30948,27,0,0
17973,53905,24,0,0
17974,9450,58,0,0
17975,855305,4,0,0
17976,9284,17,0,0
17977,10741,120,4,1
17978,55084,28,0,0
17979,90853,7,0,0
17980,12934,230,0,0
17981,25531,0,0,0
17982,153364,79,3,0
17983,836161,13,0,0
17984,79903,4,0,0
17985,3783727,32,0,0
17986,172890,1,0,0
17987,199704,16,0,0
17988,79363,192,6,0
17989,51279,44,1,0
17990,3037,306,0,1
17991,3038,1,0,0
17992,17710,9,0,0
17993,285440,15,0,0
17994,89876,11,0,0
17995,856626,126,0,0
17996,51117,3,0,0
17997,27090,517,1,1
17998,67615,6,0,0
17999,4663,7,1,0
18000,851960,660,0,0
18001,81807,43,0,0
18002,11022,349,0,0
18003,850577,3,0,0
18004,11147,167,1,0
18005,856226,119,0,0
18006,852303,135,0,0
18007,843368,9,0,0
18008,851245,614,0,0
18009,1393,403,7,0
18010,83861,232,2,0
18011,6981,3,0,0
18012,495317,8,0,0
18013,10675,6,0,0
18014,2864,4,0,0
18015,56524,27,0,0
18016,2576,0,0,0
18017,8811,3,0,0
18018,474,0,0,0
18019,114787,42,0,0
18020,79623,13,0,0
18021,63970,43,0,0
18022,57105,22,0,0
18023,255057,38,0,0
18024,2835,41,0,0
18025,257144,43,0,0
18026,112817,7,0,0
18027,96597,19,0,0
18028,100289290,46,0,0
18029,24533,11,0,0
18030,2395,21,0,0
18031,6725,23,0,0
18032,55788,5,0,0
18033,55129,10,0,0
18034,229658,36,0,0
18035,11163,60,0,0
18036,176548,620,0,0
18037,220992,29,0,0
18038,51714,54,1,0
18039,50876,18,0,0
18040,851095,639,1,0
18041,21341,82,0,2
18042,645345,23,0,0
18043,375612,0,0,0
18044,79221,5,0,0
18045,853891,4,0,0
18046,441234,616,0,0
18047,65023,4,0,0
18048,28908,236,1,0
18049,116150,144,1,0
18050,852740,127,0,0
18051,8993,17,0,0
18052,283629,80,0,0
18053,838383,13,0,0
18054,134701,72,4,0
18055,22876,6,0,0
18056,260436,50,0,0
18057,287454,5,0,0
18058,399311,2,0,0
18059,160857,9,0,0
18060,843609,43,0,0
18061,852323,107,0,0
18062,83879,231,0,1
18063,200315,6,0,0
18064,150737,22,0,0
18065,89872,51,0,0
18066,6007,8,0,0
18067,217069,8,0,0
18068,161142,11,0,0
18069,251,11,0,0
18070,22160,63,0,0
18071,6815,9,0,0
18072,8239562,637,0,0
18073,83722,9,0,0
18074,137362,66,0,0
18075,100526832,7,0,0
18076,122651,61,1,0
18077,12355,82,0,1
18078,84614,30,1,0
18079,850561,116,0,0
18080,152404,17,0,0
18081,22143,53,0,0
18082,12428,26,0,0
18083,11624,240,0,1
18084,257629,1116,2,0
18085,283464,17,0,0
18086,118611,534,0,1
18087,170718,0,0,0
18088,441869,0,0,0
18089,677768,9,0,0
18090,221938,1,0,0
18091,97112,0,0,0
18092,474338,5,0,0
18093,11149,29,0,1
18094,378643,9,0,0
18095,11105,8,0,0
18096,90332,0,0,0
18097,3429,9,0,0
18098,126669,128,2,1
18099,21389,124,0,0
18100,23316,11,0,0
18101,74326,3,0,0
18102,286102,540,0,0
18103,24818,2,0,0
18104,143503,1,0,0
18105,57116,4,0,0
18106,59079,184,0,0
18107,11994,5,0,0
18108,851311,637,0,0
18109,380450,43,0,0
18110,213582,28,1,0
18111,84929,0,0,0
18112,206338,4,0,0
18113,65165,0,0,0
18114,2918,45,0,0
18115,92565,37,0,0
18116,353355,15,0,0
18117,116590,167,1,1
18118,4197,6,0,0
18119,19338,236,1,0
18120,78995,42,0,0
18121,239405,0,0,0
18122,6614,11,0,0
18123,202374,142,0,0
18124,854736,637,0,0
18125,398197,4,0,0
18126,25758,156,1,0
18127,2540690,18,0,0
18128,16658,19,0,0
18129,133690,1039,0,0
18130,850500,267,0,0
18131,852309,3,0,0
18132,855628,120,0,0
18133,107976,8,0,0
18134,35225,123,0,0
18135,13132,7,0,0
18136,7639,18,0,0
18137,6512,33,0,0
18138,284677,4,0,0
18139,100134934,3,0,0
18140,851646,645,0,0
18141,228607,25,0,0
18142,11438,0,0,0
18143,66004,0,0,0
18144,285296,131,0,0
18145,29547,10,0,0
18146,91683,695,1,0
18147,342908,4,0,0
18148,9143,11,0,0
18149,5470,235,1,0
18150,56181,642,4,0
18151,25069,39,0,0
18152,13559,58,0,0
18153,642938,26,0,0
18154,11309,1017,0,0
18155,91584,6,0,0
18156,9645,0,0,0
18157,752014,3,0,0
18158,112752,58,1,0
18159,26740,7,0,0
18160,548645,2,0,0
18161,170484,3,0,0
18162,2086,0,0,0
18163,851196,637,0,0
18164,115286,31,0,0
18165,6706,117,2,0
18166,18260,348,1,0
18167,853488,1,0,0
18168,8190,605,2,1
18169,9200,17,0,0
18170,5274,33,1,0
18171,23554,62,1,0
18172,243833,126,0,0
18173,210376,0,0,0
18174,117531,44,0,0
18175,852702,4,0,0
18176,55998,148,1,1
18177,837904,11,0,0
18178,27004,19,0,0
18179,143689,172,0,0
18180,3381,7,0,0
18181,288731,0,0,0
18182,56751,19,0,0
18183,2840,0,0,0
18184,780776,10,0,0
18185,84649,279,0,0
18186,22224,173,0,0
18187,30845,41,3,0
18188,170691,363,0,0
18189,401115,37,0,0
18190,19248,5,0,0
18191,83945,6,0,0
18192,121355,10,0,0
18193,79740,1,0,0
18194,8992,17,0,0
18195,4237,36,1,0
18196,850749,611,0,0
18197,220686,7,0,0
18198,6441,4,0,0
18199,30953,25,0,0
18200,10435,129,9,0
18201,55317,1,0,0
18202,83888,1018,1,0
18203,137107,36,0,0
18204,19267,246,0,0
18205,84791,1,0,0
18206,281420,23,0,0
18207,235442,229,0,0
18208,6529,18,0,0
18209,771257,171,0,0
18210,348094,61,0,0
18211,79400,33,0,0
18212,221749,51,0,0
18213,75826,24,0,0
18214,854557,119,0,0
18215,124936,2,0,0
18216,142937,1024,2,0
18217,6698,489,1,1
18218,54329,3,0,0
18219,126917,30,0,0
18220,2953,7,0,0
18221,26070,31,0,0
18222,64067,426,0,0
18223,56203,3,0,0
18224,441194,6,0,0
18225,135932,78,1,0
18226,283471,12,0,0
18227,137133,27,0,0
18228,389203,95,0,0
18229,654322,681,1,0
18230,245527,0,0,0
18231,25125,11,0,0
18232,100293516,49,0,0
18233,54551,118,0,0
18234,1847,171,0,0
18235,79817,904,2,0
18236,853202,113,0,0
18237,80117,186,0,0
18238,11341,2,0,0
18239,7449,101,0,0
18240,366,35,0,0
18241,150365,24,0,0
18242,192277,0,0,0
18243,290659,0,0,0
18244,229615,11,0,0
18245,8821,45,0,0
18246,221491,2,0,0
18247,83709,7,0,0
18248,84953,43,0,0
18249,285135,0,0,0
18250,347741,18,0,0
18251,8174,26,0,0
18252,100363737,0,0,0
18253,57224,29,0,0
18254,283093,3,0,0
18255,60558,10,0,0
18256,378807,33,0,0
18257,290631,0,0,0
18258,53332,243,0,0
18259,219972,14,0,0
18260,420,1038,1,0
18261,853566,7,0,0
18262,171494,0,0,0
18263,378950,79,1,0
18264,64384,11,0,0
18265,20401,1,0,0
18266,55687,1,0,0
18267,311545,0,0,0
18268,57605,634,5,0
18269,853562,137,0,0
18270,339804,89,0,0
18271,42816,5,0,0
18272,10880,33,0,0
18273,3441,83,1,0
18274,298300,0,0,0
18275,79629,1027,0,1
18276,8641,1,0,0
18277,80759,71,0,0
18278,57209,581,0,0
18279,54537,41,0,0
18280,100302168,268,0,0
18281,17193,8,0,0
18282,123904,133,0,0
18283,22187,323,1,2
18284,190775,13,0,0
18285,339829,36,0,0
18286,58486,110,0,0
18287,79946,3,0,0
18288,50508,4,0,0
18289,309159,1,0,0
18290,128209,7,0,0
18291,1395,1011,4,0
18292,64648,154,0,0
18293,389692,56,0,0
18294,126637,5,0,0
18295,339855,5,0,0
18296,100271715,5,0,0
18297,23921,3,0,0
18298,854812,635,0,0
18299,20482,9,0,0
18300,339122,78,0,0
18301,3626,19,0,2
18302,100529211,87,0,0
18303,14836,190,0,0
18304,341567,1,0,0
18305,729475,53,0,0
18306,837309,12,0,0
18307,16475,4,0,0
18308,320678,13,1,0
18309,7478,7,0,0
18310,25849,9,0,0
18311,15490,1,0,0
18312,23784,5,0,0
18313,284276,36,0,0
18314,66540,21,0,0
18315,23769,0,0,0
18316,56664,0,0,0
18317,399087,4,0,0
18318,83446,23,0,0
18319,286046,29,0,0
18320,56486,5,0,0
18321,81544,80,0,0
18322,51004,83,0,0
18323,27035,17,0,0
18324,854322,609,0,0
18325,11972,23,0,0
18326,283788,0,0,0
18327,282320,26,0,0
18328,850905,648,0,0
18329,194590,14,0,0
18330,67607,31,0,0
18331,855114,633,0,0
18332,388121,144,0,0
18333,26781,379,0,0
18334,37238,2,0,0
18335,851892,119,0,0
18336,128653,27,1,0
18337,11764,60,0,0
18338,225887,15,0,0
18339,54494,1029,0,0
