,id,role_0,role_1,role_2
4877,11187,975,66,6
4878,7381,846,500,219
4879,8224,183,5,1
4880,5657,295,23,1
4881,820,47,0,0
4882,8942,487,73,8
4883,7133,3319,1115,94
4884,7006,480,55,21
4885,92609,3784,665,45
4886,94186,761,80,33
4887,9296,1160,170,27
4888,8125,1785,292,40
4889,130,238,28,13
4890,56992,509,57,0
4891,79767,223,6,0
4892,16554,240,43,0
4893,79670,1096,57,2
4894,372,2473,120,19
4895,28987,1869,79,12
4896,5307,1267,456,38
4897,83451,574,21,0
4898,2300,1044,813,9
4899,3344,1166,8,3
4900,5989,454,51,3
4901,51009,836,85,11
4902,23344,503,17,0
4903,133686,440,22,2
4904,114625,74,0,0
4905,118471,446,19,4
4906,8405,712,122,6
4907,40958,6,0,0
4908,53340,29,0,0
4909,54974,689,33,8
4910,4772,1826,321,52
4911,8742,88,2,0
4912,337882,364,55,1
4913,219541,2512,846,121
4914,22936,220,39,7
4915,23225,917,40,7
4916,51053,1040,209,13
4917,83547,95,1,0
4918,23339,157,3,0
4919,1983,3025,391,60
4920,2081,966,22,3
4921,2303,281,41,6
4922,9745,150,3,0
4923,55040,255,43,4
4924,65993,1379,115,206
4925,506,4094,1560,199
4926,51599,742,55,5
4927,84440,113,6,2
4928,6688,1195,251,36
4929,113457,2086,138,40
4930,26064,1129,143,31
4931,6638,1882,184,40
4932,53,956,158,14
4933,80237,149,16,7
4934,7424,35,1,0
4935,80254,1099,744,68
4936,55787,1147,83,13
4937,4205,1770,414,30
4938,29883,2006,162,29
4939,51435,1051,142,5
4940,8991,585,98,7
4941,51003,1410,631,72
4942,84168,1424,176,8
4943,152992,35,3,0
4944,35,211,29,41
4945,7403,698,44,21
4946,55257,1621,272,53
4947,2892,187,5,1
4948,6671,328,43,6
4949,139067,726,21,1
4950,3813,108,65,3
4951,5493,1679,362,21
4952,76843,618,43,15
4953,829,3538,680,129
4954,7374,598,5,0
4955,53598,717,262,7
4956,9994,800,68,9
4957,23408,634,8,1
4958,7317,3336,1656,124
4959,152663,930,2,12
4960,22818,1526,31,11
4961,1487,3980,1835,156
4962,56344,459,11,2
4963,6050,987,76,3
4964,8676,1871,452,37
4965,100132565,460,34,1
4966,51010,939,31,26
4967,23016,916,38,17
4968,4316,180,49,5
4969,25936,299,52,18
4970,9141,952,104,3
4971,7052,3747,948,102
4972,4058,101,1,0
4973,94081,1404,168,14
4974,64976,1048,328,242
4975,2051,776,69,6
4976,51023,733,30,269
4977,22858,1658,69,9
4978,5315,4865,2000,214
4979,8314,1530,287,17
4980,339799,19,0,0
4981,283742,1545,75,10
4982,158506,169,5,0
4983,353323,1102,1105,77
4984,6167,2564,155,416
4985,199834,711,235,106
4986,1522,557,45,1
4987,7704,3636,1357,111
4988,79784,951,99,8
4989,10465,2645,387,914
4990,79447,1311,23,12
4991,6734,661,83,1
4992,51734,401,17,0
4993,23433,433,36,5
4994,3239,597,156,9
4995,91392,39,0,0
4996,163,2649,939,74
4997,8365,1772,157,41
4998,221496,312,11,2
4999,114825,46,0,0
5000,3035,3050,528,334
5001,10228,1104,131,43
5002,8731,609,6,4
5003,23633,2427,555,33
5004,4052,647,29,2
5005,28977,1051,229,350
5006,3838,5490,3434,214
5007,4528,975,88,43
5008,6285,994,165,10
5009,10397,3512,780,83
5010,1797,100,9,1
5011,9353,435,3,1
5012,23511,898,61,5
5013,7784,37,3,0
5014,284521,2,0,0
5015,65265,1702,159,8
5016,1616,3765,2626,136
5017,8661,3350,693,130
5018,51582,752,28,5
5019,51567,663,59,8
5020,398,114,4,1
5021,645455,1007,686,17
5022,10381,3261,776,59
5023,5585,1793,749,39
5024,5297,1046,116,16
5025,8737,2494,622,121
5026,30001,348,24,5
5027,79954,441,17,9
5028,134430,1652,165,49
5029,204,904,153,7
5030,1947,869,58,5
5031,7074,1407,152,7
5032,151613,227,2,3
5033,11345,2950,2049,53
5034,3586,272,10,0
5035,851736,460,0,0
5036,6364,9,0,0
5037,7043,795,35,5
5038,125150,230,3,0
5039,5892,1145,126,10
5040,2826,154,22,2
5041,2963,1975,549,113
5042,9150,1196,287,42
5043,79176,748,26,5
5044,90827,110,1,0
5045,3857,1928,149,39
5046,9694,1477,881,46
5047,284654,138,10,0
5048,55231,491,21,1
5049,6249,1013,82,12
5050,10428,1237,7,3
5051,1439,526,31,14
5052,5290,1428,368,24
5053,2248,250,4,1
5054,3978,1417,91,22
5055,4056,9,1,0
5056,241,28,0,0
5057,55041,851,162,4
5058,81490,185,5,0
5059,286499,83,0,0
5060,64432,638,110,192
5061,10360,904,22,4
5062,10625,3249,333,104
5063,2683,810,38,2
5064,80108,339,10,0
5065,55588,2109,505,120
5066,548596,664,41,5
5067,74470,496,60,10
5068,60493,584,36,1
5069,112609,764,2,0
5070,56246,3,0,0
5071,54894,790,11,3
5072,5439,2297,352,131
5073,10302,313,61,5
5074,3563,307,12,3
5075,4261,1380,59,10
5076,3068,4897,3047,246
5077,55110,1280,234,9
5078,26019,2626,687,58
5079,196513,1013,41,14
5080,8424,66,9,0
5081,54534,798,369,239
5082,140938,40,0,0
5083,55022,201,9,0
5084,25827,917,23,2
5085,5199,876,67,16
5086,22908,99,21,2
5087,55670,625,2,0
5088,54960,933,20,9
5089,22889,1139,10,3
5090,7071,349,25,0
5091,11326,546,52,0
5092,57335,626,15,5
5093,55076,5,0,0
5094,26206,1008,559,45
5095,284312,1230,145,10
5096,9344,156,14,1
5097,6835,1179,255,24
5098,57602,553,43,4
5099,27037,1501,81,7
5100,9748,315,31,1
5101,10169,288,24,6
5102,51545,1849,350,21
5103,7076,147,3,1
5104,3817,1233,19,2
5105,482,208,1,0
5106,23237,35,0,0
5107,63898,1688,453,15
5108,1316,1340,18,3
5109,1952,346,18,0
5110,4350,1943,351,25
5111,9960,1450,78,5
5112,5313,182,4,2
5113,7486,1872,124,30
5114,10890,1518,149,12
5115,92170,848,8,1
5116,157697,9,0,0
5117,17222,167,3,21
5118,57587,737,92,30
5119,64129,532,36,3
5120,27324,290,14,0
5121,8935,636,9,1
5122,115948,445,59,0
5123,51122,1080,29,2
5124,23029,1807,61,25
5125,7156,324,31,16
5126,3419,1425,169,34
5127,54644,13,0,0
5128,727957,18,3,0
5129,282335,485,0,1
5130,10120,1339,202,22
5131,708,5584,2343,378
5132,23608,1009,223,5
5133,222166,1933,24,2
5134,8995,1,0,0
5135,8784,198,1,2
5136,54957,837,19,0
5137,379,1095,28,2
5138,23162,400,53,5
5139,3678,1683,242,22
5140,5020,74,0,0
5141,7867,1840,40,10
5142,23223,1937,176,51
5143,26985,736,58,10
5144,5170,3085,949,57
5145,8498,2061,200,28
5146,391356,295,3,0
5147,83746,1476,345,23
5148,4637,3561,795,376
5149,3938,436,17,6
5150,4759,234,7,0
5151,80306,1701,296,78
5152,25937,624,42,3
5153,73804,29,0,0
5154,58524,1456,280,32
5155,11920,99,0,0
5156,23190,972,14,4
5157,9354,494,26,0
5158,8344,3196,357,349
5159,8458,1200,120,7
5160,4931,642,16,2
5161,23244,1727,266,24
5162,404636,63,9,1
5163,20826,1017,103,20
5164,10494,1914,264,44
5165,84271,1835,242,22
5166,10332,47,6,1
5167,2705,1472,39,5
5168,5217,893,141,11
5169,22927,1295,91,14
5170,5588,1521,668,54
5171,164312,55,0,0
5172,4729,794,358,244
5173,4331,1282,210,41
5174,2967,748,55,71
5175,22797,107,4,1
5176,5771,644,28,4
5177,10621,946,153,25
5178,21951,172,21,1
5179,7494,847,62,2
5180,67490,691,247,4
5181,114984,1076,21,0
5182,27034,499,183,53
5183,8687,747,309,15
5184,140807,224,15,0
5185,80232,1529,179,20
5186,64783,3841,739,1095
5187,26528,2509,399,56
5188,3030,2700,652,55
5189,196528,542,53,23
5190,158405,140,14,0
5191,733,96,2,0
5192,4282,2048,383,25
5193,6860,95,2,0
5194,3305,4076,1663,111
5195,10527,2335,393,31
5196,92736,826,4,96
5197,23787,912,136,33
5198,3577,142,5,0
5199,5473,425,44,1
5200,55226,4567,538,919
5201,5814,1370,41,10
5202,10730,382,104,2
5203,51726,1874,254,23
5204,55139,1104,11,2
5205,10053,1053,85,11
5206,1174,932,43,11
5207,54532,412,49,2
5208,100328572,17,0,0
5209,116461,480,41,1
5210,9761,1354,33,5
5211,5575,2638,597,29
5212,7565,395,16,0
5213,284996,2624,114,290
5214,84294,1895,98,5
5215,4988,992,228,9
5216,8471,2782,571,57
5217,4342,1329,283,4
5218,6002,249,22,1
5219,5534,1282,84,3
5220,10054,1921,376,45
5221,10726,2048,391,22
5222,55173,1829,305,342
5223,13627,464,67,3
5224,1615,2725,360,86
5225,23035,58,2,0
5226,9672,559,90,8
5227,4125,1147,41,5
5228,9147,367,15,8
5229,4999,905,102,21
5230,1965,2610,339,52
5231,9114,1534,349,57
5232,381644,572,235,10
5233,90480,2873,687,30
5234,56420,604,46,10
5235,4100,818,407,7
5236,84969,935,27,2
5237,7040,2279,920,31
5238,440051,672,116,68
5239,9411,256,0,0
5240,255626,1794,531,63
5241,8970,953,41,6
5242,5411,3213,873,482
5243,60625,2486,184,509
5244,64776,92,3,0
5245,375567,550,174,22
5246,688,2935,247,60
5247,4519,303,295,159
5248,4731,873,170,150
5249,6385,546,28,3
5250,3295,1531,296,55
5251,8871,267,4,1
5252,8892,2360,191,67
5253,68581,418,139,3
5254,402643,121,1,1
5255,10277,1585,285,31
5256,84905,258,12,0
5257,3207,68,1,0
5258,11325,2228,111,39
5259,10200,648,78,14
5260,8666,1870,243,42
5261,84616,487,112,84
5262,4092,1923,532,50
5263,3572,1045,107,22
5264,362,360,15,0
5265,147804,2,0,0
5266,286343,984,32,1
5267,10398,1101,37,9
5268,51070,254,23,0
5269,57703,2784,659,1424
5270,162333,602,5,0
5271,853973,16,0,0
5272,762,40,5,0
5273,16709,931,337,18
5274,8971,3199,432,643
5275,26130,1085,61,5
5276,5922,16,0,0
5277,376267,63,0,0
5278,9656,4333,1972,181
5279,283576,25,1,0
5280,10550,267,35,1
5281,51562,820,313,9
5282,5318,1843,291,22
5283,5764,1118,677,19
5284,148066,172,1,0
5285,9551,725,94,24
5286,7421,2743,1116,164
5287,208768,69,0,0
5288,23348,208,0,1
5289,2181,1313,192,16
5290,79968,1286,131,18
5291,3091,4356,2123,222
5292,1999,1256,176,23
5293,337880,1359,846,78
5294,22872,1699,181,13
5295,10427,618,31,6
5296,10254,1782,257,27
5297,55215,1994,209,15
5298,64395,1232,975,19
5299,84256,742,34,0
5300,146664,622,404,50
5301,9170,102,1,0
5302,140901,525,1,2
5303,237459,53,0,0
5304,9373,1600,126,20
5305,2923,3244,1131,87
5306,84167,1017,12,3
5307,60491,1451,1149,31
5308,118881,421,56,8
5309,10901,199,9,0
5310,403,411,14,0
5311,54517,920,81,4
5312,8672,788,60,12
5313,9844,286,26,1
5314,57541,396,25,0
5315,19386,820,215,22
5316,331,3039,1326,68
5317,10213,1973,612,215
5318,29956,515,113,4
5319,2737,789,52,4
5320,10283,1571,72,288
5321,79959,2678,1733,77
5322,10572,1060,97,2
5323,29105,2319,82,1076
5324,51504,1233,113,22
5325,55322,691,3,0
5326,1337,203,7,6
5327,7384,1597,681,242
5328,4739,1375,208,14
5329,2491,1086,21,95
5330,51773,1897,165,115
5331,67465,732,31,34
5332,80830,461,5,0
5333,79876,1781,402,26
5334,2625,977,115,10
5335,2994,125,0,0
5336,51643,369,122,2
5337,55827,1445,119,5
5338,4478,3220,1428,83
5339,267,2509,538,76
5340,27132,827,40,0
5341,283303,193,4,3
5342,5226,1696,216,19
5343,20227,510,30,10
5344,55742,1620,68,7
5345,9779,382,14,2
5346,3623,364,5,5
5347,3625,11,0,1
5348,10472,803,11,3
5349,353133,540,245,109
5350,2873,1454,235,67
5351,7629,2440,394,23
5352,51128,95,4,0
5353,170506,4082,1092,975
5354,100356064,24,0,0
5355,10787,712,108,33
5356,11031,949,60,7
5357,8649,1687,444,21
5358,79682,1286,267,105
5359,54331,407,125,21
5360,8912,154,4,0
5361,3972,27,0,0
5362,3973,70,0,1
5363,26275,385,56,5
5364,5547,274,35,3
5365,100526836,893,300,18
5366,4144,1896,104,19
5367,856862,877,13,1
5368,23558,450,51,0
5369,8356,1679,315,71
5370,23177,391,35,4
5371,65003,2177,767,263
5372,79839,1085,439,41
5373,8148,3197,393,91
5374,6907,1594,122,22
5375,3386,342,12,1
5376,51560,538,63,8
5377,2903,677,106,12
5378,56478,1462,228,20
5379,1102,251,7,0
5380,7923,261,63,28
5381,1164,568,14,5
5382,389677,320,0,0
5383,1558,102,3,3
5384,11518,199,0,0
5385,3694,537,4,5
5386,7259,1918,66,6
5387,142689,385,40,1
5388,154664,20,0,0
5389,854889,448,0,0
5390,353132,469,140,104
5391,692089,0,0,0
5392,60626,991,89,10
5393,64219,1480,199,18
5394,908,3970,1867,250
5395,2673,2191,399,44
5396,51426,263,42,1
5397,83747,470,0,5
5398,493861,117,37,4
5399,80142,325,18,4
5400,9156,563,39,9
5401,4835,755,6,1
5402,348110,377,12,0
5403,215387,216,14,1
5404,121599,775,1,1
5405,51121,3089,415,189
5406,56852,1525,193,14
5407,55327,714,80,10
5408,8896,2420,653,913
5409,9381,50,0,0
5410,1374,1841,254,11
5411,5684,5359,5224,504
5412,10059,1116,254,15
5413,25820,894,68,10
5414,162427,1144,182,8
5415,7905,510,151,3
5416,7106,549,96,20
5417,8646,1025,176,50
5418,22827,4110,2365,1436
5419,7073,2454,464,44
5420,55466,1821,160,34
5421,29991,14,0,0
5422,653404,184,10,0
5423,203328,802,35,1
5424,50489,27,0,0
5425,55593,733,17,0
5426,23414,353,10,1
5427,6541,788,8,1
5428,4820,599,11,1
5429,80324,636,99,6
5430,79811,631,22,1
5431,79871,1185,256,36
5432,54438,1089,141,2
5433,60509,83,1,0
5434,54585,481,18,0
5435,53972,69,0,0
5436,152189,254,0,0
5437,9736,620,56,22
5438,57129,623,178,287
5439,57655,202,12,0
5440,51150,1651,347,11
5441,5334,77,10,38
5442,8526,322,34,7
5443,4915,920,67,10
5444,4335,988,20,2
5445,98,88,0,6
5446,58487,1030,34,1
5447,10688,6,0,0
5448,9092,4353,1571,1491
5449,4130,763,75,5
5450,7518,735,83,4
5451,80114,88,0,0
5452,55011,1206,214,41
5453,23299,1315,334,8
5454,5669,191,64,0
5455,80308,1222,106,7
5456,23624,1003,67,13
5457,40,22,1,1
5458,80856,968,49,5
5459,5570,239,5,0
5460,140902,370,0,0
5461,51100,1914,370,23
5462,4919,772,6,0
5463,50619,801,132,1
5464,5862,1667,617,38
5465,445,1654,679,31
5466,1586,392,68,13
5467,5447,666,24,2
5468,126069,383,7,4
5469,79710,726,5,1
5470,51373,725,109,255
5471,100359600,0,0,0
5472,1977,1838,235,28
5473,11212,891,194,17
5474,5105,2323,427,35
5475,7187,2327,1354,90
5476,10198,589,27,12
5477,29760,856,142,26
5478,388512,88,33,0
5479,2690,1362,206,29
5480,5780,1111,44,4
5481,55388,1435,144,21
5482,10844,2313,290,49
5483,55142,1792,486,43
5484,54930,1295,47,20
5485,7248,2583,670,41
5486,70470,434,69,23
5487,2532,25,4,0
5488,240,862,39,0
5489,5001,1035,85,27
5490,112858,1695,192,20
5491,129831,500,56,3
5492,55143,1821,175,12
5493,51066,24,0,0
5494,1378,79,4,0
5495,9372,1326,192,20
5496,4758,900,81,23
5497,55907,1226,77,11
5498,7126,1548,268,11
5499,10021,125,0,0
5500,13194,595,159,18
5501,222698,133,0,0
5502,2153,297,8,0
5503,8475,2,0,0
5504,54709,843,123,20
5505,6941,421,2,0
5506,26271,1477,86,32
5507,25921,525,25,2
5508,7345,2238,253,22
5509,84872,350,92,9
5510,978,986,115,5
5511,2785,108,7,19
5512,2790,252,29,14
5513,4312,395,30,3
5514,29126,363,167,4
5515,91949,317,11,11
5516,7448,2894,479,76
5517,9128,5165,2297,1272
5518,91452,781,16,2
5519,54343,55,0,1
5520,8417,1059,518,47
5521,51026,2181,1586,109
5522,2110,790,76,157
5523,55536,1465,218,22
5524,3420,1609,72,14
5525,6156,5474,2137,1498
5526,10179,1246,222,32
5527,26505,2135,312,23
5528,83896,831,556,34
5529,56605,418,13,2
5530,57552,31,2,0
5531,3176,148,9,4
5532,64773,300,3,0
5533,23030,746,30,7
5534,10475,1489,62,12
5535,5036,3686,723,135
5536,80331,226,3,1
5537,7832,521,40,0
5538,9807,316,3,0
5539,80153,1023,37,8
5540,26931,120,2,0
5541,200523,1164,84,11
5542,57591,1181,34,5
5543,664,385,191,16
5544,55527,819,13,0
5545,50754,76,1,0
5546,64764,334,5,0
5547,27241,53,15,4
5548,9729,629,50,4
5549,2767,910,49,5
5550,5739,71,2,1
5551,153657,189,45,2
5552,4109,739,117,2
5553,6445,365,0,1
5554,8910,39,2,0
5555,56505,947,435,42
5556,51728,172,4,10
5557,84329,26,0,0
5558,4036,1270,172,10
5559,280717,4,0,0
5560,65983,853,39,1
5561,110809,1264,332,83
5562,2189,649,135,20
5563,154075,119,1,0
5564,192111,2078,261,22
5565,4802,1537,367,25
5566,90326,804,1,0
5567,2152,771,29,2
5568,222484,830,156,2
5569,85007,70,0,0
5570,167227,849,230,25
5571,28990,115,12,1
5572,51295,1689,432,32
5573,85369,1347,129,47
5574,4513,1810,319,87
5575,27124,442,44,18
5576,16765,146,2,0
5577,2162,531,11,1
5578,5584,3661,1492,102
5579,13859,106,6,0
5580,11337,1067,741,30
5581,23208,439,13,0
5582,11017,2380,210,1298
5583,227197,59,0,0
5584,5732,3,0,0
5585,5737,43,23,0
5586,54386,2167,1729,56
5587,6672,898,136,6
5588,5431,3064,1033,203
5589,79677,225,105,3
5590,28999,306,14,0
5591,667,1990,464,39
5592,65062,481,821,3
5593,339665,5,0,0
5594,80864,74,0,0
5595,4189,1027,30,2
5596,1130,884,114,3
5597,57060,80,8,1
5598,9796,582,60,1
5599,51651,407,29,0
5600,4782,714,24,5
5601,24139,880,30,2
5602,22796,277,36,8
5603,84342,397,19,12
5604,80975,6,0,0
5605,127495,89,0,0
5606,4645,938,130,20
5607,29941,825,87,6
5608,873,1887,193,14
5609,51001,1135,25,4
5610,277,46,0,0
5611,4589,82,37,0
5612,7490,1310,214,9
5613,64975,1005,307,310
5614,729540,394,3,1
5615,3090,772,41,14
5616,856154,267,0,0
5617,22929,755,95,6
5618,388646,158,6,0
5619,84061,1527,129,39
5620,6275,1971,310,17
5621,18518,23,0,0
5622,23583,358,51,10
5623,11075,1115,121,13
5624,55917,653,72,39
5625,51637,2756,376,102
5626,10643,6015,3584,2399
5627,5734,450,12,0
5628,10618,772,312,6
5629,3163,1064,135,9
5630,374882,70,5,0
5631,31,2277,278,21
5632,8536,1029,92,8
5633,55860,376,61,25
5634,57594,1536,772,24
5635,114803,764,13,5
5636,23467,2,0,0
5637,4885,18,2,1
5638,3848,2698,470,66
5639,6523,160,0,0
5640,712,668,63,10
5641,715,355,5,1
5642,2530,189,29,1
5643,65986,413,62,3
5644,20466,712,67,8
5645,912,168,6,2
5646,9047,1037,125,8
5647,10535,576,161,2
5648,26063,1203,16,0
5649,162968,587,47,8
5650,151903,265,36,8
5651,29068,279,46,0
5652,2539,1449,195,28
5653,9266,782,99,19
5654,79706,1130,15,6
5655,8683,4203,1071,1150
5656,120,1056,72,8
5657,3362,364,55,3
5658,23154,1403,87,4
5659,10379,658,37,3
5660,26145,281,26,1
5661,7227,451,37,5
5662,8192,442,12,2
5663,5241,1720,274,53
5664,4701,927,592,190
5665,103573,547,2,3
5666,9066,511,3,1
5667,51065,3547,453,556
5668,23549,232,21,1
5669,55690,675,41,6
5670,84680,17,0,0
5671,545389,299,65,6
5672,23466,946,163,10
5673,51352,434,7,1
5674,4900,372,13,0
5675,121391,199,16,1
5676,8900,1672,259,21
5677,6744,1084,160,20
5678,29665,157,1,5
5679,79720,1103,135,8
5680,23122,1210,73,2
5681,4893,688,74,0
5682,339229,64,67,2
5683,585,572,109,8
5684,246333,0,0,0
5685,23397,1054,69,9
5686,5289,1380,98,16
5687,22859,534,26,1
5688,22943,263,18,0
5689,653269,37,6,0
5690,7253,972,131,10
5691,1200,1049,26,5
5692,27287,729,588,21
5693,408029,154,2,0
5694,84950,1463,43,17
5695,1544,24,16,12
5696,154865,638,73,4
5697,28996,1545,185,34
5698,26118,324,6,7
5699,55266,746,1,0
5700,57146,348,12,2
5701,64901,870,6,1
5702,8045,481,43,4
5703,5304,601,23,0
5704,27246,2470,68,14
5705,79621,382,108,4
5706,5654,235,21,1
5707,1039,877,306,19
5708,5275,42,2,0
5709,727956,55,0,0
5710,7179,94,1,0
5711,57161,870,85,6
5712,89870,863,117,12
5713,344387,72,0,0
5714,80139,53,0,0
5715,200424,416,0,0
5716,23564,836,60,5
5717,8805,2060,416,72
5718,732272,841,297,7
5719,8553,1794,433,29
5720,92675,134,3,0
5721,28984,220,3,2
5722,51451,208,2,0
5723,3805,73,3,1
5724,51106,434,9,1
5725,4833,1307,108,12
5726,160,2763,711,118
5727,25759,183,0,0
5728,4916,765,25,2
5729,10412,928,76,46
5730,5005,35,3,0
5731,8729,974,156,4
5732,5902,1517,53,10
5733,4547,70,0,0
5734,165918,1166,120,7
5735,23163,1735,176,28
5736,57664,189,5,0
5737,9021,1896,427,37
5738,166379,294,7,8
5739,10592,1805,338,20
5740,5802,533,94,2
5741,16571,133,39,0
5742,1161,1010,79,45
5743,399693,1274,231,2
5744,1829,965,66,17
5745,69159,133,0,1
5746,51686,298,21,1
5747,116115,618,215,8
5748,115106,2546,1020,102
5749,23522,459,293,14
5750,220074,277,0,0
5751,55681,3006,317,517
5752,51143,897,128,11
5753,1215,19,0,0
5754,3553,815,11,2
5755,9228,560,40,10
5756,7265,1605,433,25
5757,56906,618,7,3
5758,91445,2026,247,21
5759,57448,1359,205,10
5760,79159,1528,600,40
5761,124626,22,0,0
5762,10956,1212,283,27
5763,29855,111,1,2
5764,2931,1819,698,24
5765,23195,1363,141,9
5766,54675,43,2,0
5767,1871,1146,92,10
5768,4605,1122,190,21
5769,57720,10,0,0
5770,6339,322,0,0
5771,7023,1821,623,26
5772,87178,809,67,6
5773,171568,571,27,19
5774,11128,791,185,44
5775,23649,1872,272,28
5776,728071,76,4,0
5777,1565,15,0,0
5778,1456,699,13,0
5779,2287,1507,94,25
5780,9310,46,0,0
5781,55223,318,30,1
5782,6240,1095,91,9
5783,80270,1102,155,26
5784,128977,472,57,6
5785,4692,1401,274,10
5786,23741,552,29,0
5787,57037,307,43,5
5788,5019,845,486,43
5789,2222,831,38,5
5790,9704,55,6,0
5791,26576,1415,233,65
5792,24851,0,0,0
5793,23097,525,130,35
5794,90864,362,10,0
5795,340069,159,6,1
5796,1452,2955,871,65
5797,55749,2006,169,21
5798,29945,765,214,76
5799,10749,1046,55,8
5800,6092,287,45,2
5801,54949,575,44,1
5802,9247,274,21,0
5803,11281,1488,1143,35
5804,8520,1322,243,39
5805,5522,664,82,19
5806,4299,348,20,3
5807,140858,122,34,1
5808,26586,840,85,10
5809,3737,145,27,1
5810,2672,519,9,3
5811,9777,1016,185,9
5812,800,1294,94,13
5813,5133,883,21,58
5814,55212,424,60,9
5815,4724,1761,360,201
5816,79609,446,8,0
5817,51068,1252,332,34
5818,10617,915,239,16
5819,57132,731,83,19
5820,9963,666,26,10
5821,3093,3082,827,65
5822,22888,385,15,1
5823,1814,297,14,1
5824,54102,9,0,0
5825,3732,806,89,12
5826,3112,10,0,0
5827,4713,388,82,123
5828,9824,710,17,22
5829,3856,3123,691,63
5830,80218,385,66,2
5831,84340,142,2,0
5832,114757,17,0,0
5833,10425,1673,289,16
5834,23479,453,27,1
5835,118980,576,29,2
5836,23093,391,33,0
5837,4801,1141,176,22
5838,54499,1825,146,21
5839,114883,296,17,0
5840,8907,2306,836,36
5841,283237,882,127,10
5842,84701,934,9,8
5843,89958,720,17,2
5844,81624,1011,50,5
5845,8473,2403,770,59
5846,57521,2034,391,43
5847,353143,485,33,53
5848,3872,1261,66,12
5849,26054,313,8,1
5850,1801,1325,25,1
5851,26108,256,1,1
5852,856607,582,4,2
5853,213,2692,2067,63
5854,26165,61,2,0
5855,154313,882,215,5
5856,388818,1029,325,68
5857,202151,230,5,0
5858,113174,383,51,1
5859,7709,1048,81,7
5860,4751,692,123,20
5861,16440,474,0,0
5862,51067,488,16,1
5863,22884,934,15,2
5864,3804,396,0,0
5865,6317,642,41,4
5866,23567,909,130,10
5867,643314,708,6,0
5868,84313,450,76,7
5869,51028,2205,95,14
5870,5792,776,147,13
5871,7264,1141,72,6
5872,122953,1604,68,24
5873,2553,448,77,3
5874,134359,1399,357,23
5875,64770,1700,302,69
5876,23426,1391,274,25
5877,26060,1992,370,21
5878,1511,251,35,2
5879,117283,558,32,2
5880,11143,2354,414,37
5881,6721,2050,907,40
5882,56891,536,45,1
5883,6173,2758,204,861
5884,8546,1101,164,23
5885,64092,429,4,2
5886,3316,1604,789,24
5887,12462,592,56,7
5888,64223,972,131,13
5889,201501,45,3,0
5890,55802,773,117,14
5891,124637,193,19,44
5892,1327,1114,153,44
5893,71890,238,61,5
5894,85364,1054,8,5
5895,1368,868,37,14
5896,8668,3437,1194,504
5897,4926,3401,671,79
5898,23215,1967,93,10
5899,10975,344,252,157
5900,3211,188,4,0
5901,93380,2609,967,92
5902,54542,1494,27,7
5903,55661,1573,147,64
5904,8411,1023,107,7
5905,3293,168,22,14
5906,163126,757,15,4
5907,5054,725,106,13
5908,57510,2683,512,30
5909,51225,677,297,12
5910,51684,689,198,9
5911,55061,266,183,0
5912,79937,108,12,0
5913,4714,987,347,242
5914,26502,992,23,2
5915,5525,1022,167,18
5916,8216,581,294,6
5917,10743,279,40,2
5918,51116,3438,929,629
5919,847,2319,346,67
5920,6786,310,35,2
5921,5141,206,26,1
5922,27154,830,11,5
5923,6620,790,34,11
5924,1748,4075,212,895
5925,2059,1310,558,9
5926,9712,922,4,0
5927,4644,1143,154,41
5928,75991,289,3,0
5929,57823,185,24,0
5930,26232,377,7,1
5931,4898,1323,208,10
5932,1839,369,14,1
5933,8565,2220,197,19
5934,3554,306,35,3
5935,2740,604,153,6
5936,55530,13,0,0
5937,51564,2352,442,40
5938,100288797,193,42,0
5939,6901,944,627,7
5940,5066,332,39,1
5941,92906,933,58,5
5942,397,1100,25,2
5943,100009225,42,0,0
5944,7332,3892,1383,71
5945,143686,330,1,0
5946,2770,642,321,27
5947,55193,1628,65,35
5948,2629,1100,216,21
5949,177,625,9,3
5950,10129,282,0,0
5951,7391,1815,408,35
5952,27349,543,75,1
5953,113179,22,0,0
5954,55227,1152,19,0
5955,81539,109,15,0
5956,85025,74,12,0
5957,51184,1241,109,37
5958,9441,854,595,140
5959,1939,312,36,2
5960,89941,1441,68,14
5961,93611,842,14,7
5962,91603,393,14,11
5963,80028,1185,84,6
5964,146057,488,9,1
5965,90627,219,43,2
5966,3601,154,15,3
5967,2703458,266,5,5
5968,5393,1026,148,22
5969,8456,828,124,2
5970,5320,392,52,3
5971,419,159,31,0
5972,3148,3355,257,34
5973,64925,111,0,0
5974,100533105,77,0,0
5975,10522,459,26,0
5976,29102,2376,223,51
5977,8379,1336,470,24
5978,23971,304,55,0
5979,51466,887,67,11
5980,1193,236,5,0
5981,11159,335,18,0
5982,23137,171,14,5
5983,8359,3697,1773,200
5984,9705,22,0,0
5985,60489,456,2,0
5986,11257,679,0,0
5987,3851,608,73,7
5988,3383,3845,1157,243
5989,3612,646,97,21
5990,10616,2725,667,46
5991,85437,1012,39,33
5992,9743,2012,160,23
5993,306,466,11,0
5994,4744,293,15,1
5995,5308,958,171,5
5996,11176,403,6,0
5997,851789,1,0,0
5998,59338,716,3,2
5999,2959,2742,1478,266
6000,9611,3053,1941,210
6001,125,275,25,15
6002,1540,1849,176,35
6003,142678,533,26,3
6004,4356,1247,170,16
