id,role_0,role_1,role_2,role_3
3669,2,416,1,0
9031,66,13777,1787,358
6603,80,15284,2352,808
19172,41,4119,475,345
80011,35,8249,562,33
23263,114,24383,1054,5387
25924,11,2774,51,4
4647,16,1956,112,8
25902,47,9714,933,148
10345,6,720,14,1
845,48,5290,1087,41
1048,9,1169,34,2
57540,5,549,10,0
8086,25,8613,242,58
9702,125,23501,7251,499
23077,56,11167,1430,110
7913,81,17836,2677,563
8355,66,10306,1771,374
4702,80,4709,1640,1520
818,99,13363,4559,292
65123,57,11570,1309,287
5519,104,11827,4903,453
6139,234,39768,14642,12619
673,61,13766,1500,330
514,28,1599,243,135
93974,33,3626,387,141
6234,143,31420,4963,5190
374291,73,3525,1234,1394
4541,56,2025,221,1319
7171,92,18669,3680,506
5923,24,6822,227,49
9648,19,2485,165,6
3791,64,10639,1805,211
1471,11,852,49,6
23037,12,1580,62,4
23049,34,8682,459,102
23708,20,4581,127,63
440184,21,2610,184,26
8542,5,478,8,2
9885,11,3123,50,5
72117,31,2333,449,16
55970,46,4593,855,180
2782,105,15862,5009,451
55664,25,6987,229,71
10869,72,12533,2396,160
6455,92,9973,3886,300
652968,6,151,13,2
4477,2,2333,1,0
5686,143,26794,7973,2180
5721,63,11727,1086,867
256297,14,1406,82,9
65263,27,3842,307,44
8659,57,4876,1408,188
2935,48,12872,978,150
27175,14,2600,67,24
387,183,18917,16124,529
4824,48,5451,1049,79
7089,32,3473,389,107
92483,55,4476,1323,162
54797,42,2753,301,560
81857,78,7771,2217,786
4852,16,1192,115,5
4889,4,68,6,0
3507,42,7561,819,42
51759,28,5088,350,28
11328,23,3428,181,72
67052,51,3950,1191,84
56904,42,4704,804,57
232339,36,2964,523,107
3431,22,2670,228,3
103910,24,6682,250,26
26156,227,42669,13132,12519
11108,10,2000,40,5
130557,5,403,9,1
54468,15,2995,92,13
5444,3,412,1,2
84461,45,5781,884,106
80184,109,12736,5333,553
25885,192,35513,11516,6820
2323,4,266,6,0
2353,257,29617,31467,1429
9204,15,1419,103,2
4162,17,2113,127,9
4651,25,5594,288,12
57035,21,4882,191,19
3483,5,564,8,2
26239,64,6113,1157,859
84648,50,6837,862,363
29851,5,178,10,0
7124,140,18122,9329,401
27309,41,6794,671,149
440050,64,3894,1732,284
3948,40,3794,703,77
100131196,1,695,0,0
8289,87,20937,2751,990
23265,57,10399,1427,169
100289124,1,276,0,0
257397,31,7815,368,97
340061,38,2883,663,40
23516,7,3111,20,1
81926,18,3374,141,12
26353,43,7031,846,57
30837,29,5889,366,40
19684,6,348,13,2
9351,67,6156,2142,69
2157,20,1867,174,16
28912,2,808,1,0
2618,65,16276,1790,290
5518,298,41391,41893,2360
5768,9,1691,35,1
582,32,2756,477,19
79140,10,2467,33,12
84321,143,16431,1799,8354
10808,99,20442,4257,594
5903,180,33248,14628,1482
3983,78,18382,2617,386
56159,71,3963,2465,20
84330,60,9237,1621,149
10817,95,15419,4053,412
220766,10,704,40,5
55885,89,10875,3759,157
8522,30,4477,404,31
25804,186,21335,8243,8962
55968,74,12268,2468,233
9093,92,22131,3827,359
6925,293,27911,41655,1123
81629,55,8569,1388,97
5718,105,15890,3655,1805
2934,88,18741,3328,500
51666,27,5091,312,39
209318,2,786,1,0
5869,59,11888,1540,171
5394,76,16489,2417,433
9878,51,9466,1182,93
1345,27,3414,277,74
6821,80,6272,2860,300
5230,102,22290,4368,783
145258,4,1007,3,3
10865,114,12553,5950,491
23371,144,12553,9805,491
53833,16,570,119,1
91663,11,3004,54,1
6470,61,5188,1671,159
9,6,1082,12,3
11315,79,14595,2790,291
204851,20,3274,174,16
10211,121,18959,6797,463
9657,213,26506,21760,818
55679,14,5680,82,9
388677,371,18648,65876,2759
10038,29,3887,341,65
5982,94,18360,3678,693
641,98,15818,4143,610
6257,80,6169,2972,188
2027,52,7391,1026,300
11198,204,41546,17865,2841
51552,55,12665,1406,79
54869,9,1882,33,3
6654,90,13998,3486,519
12469,34,3965,489,72
6513,29,5240,373,33
27279,4,1023,1,5
79716,21,1850,197,13
9759,201,30241,19118,982
55201,39,7180,681,60
308,45,13891,883,107
57590,19,2907,167,4
230,94,16097,4041,330
51138,96,21077,3781,779
200186,32,9251,415,81
23235,34,10232,451,110
8463,83,10220,3297,106
8663,142,30445,6563,3448
53635,18,4988,138,15
90427,25,2871,275,25
254428,13,2615,77,1
6904,48,9941,1020,108
3170,26,1163,324,1
54433,80,10915,3012,148
337966,43,3956,776,127
26999,46,9093,889,146
818077,1,45,0,0
4038,9,700,35,1
25861,14,1054,89,2
56302,23,2807,245,8
4297,111,16948,5180,925
9541,20,3357,168,22
10100,11,2330,52,3
56947,88,3854,3769,59
442247,42,2260,847,14
5607,42,8103,791,70
8878,244,39401,28084,1562
851607,1,1644,0,0
56704,40,5901,759,21
57763,33,7334,473,55
79641,13,2168,74,4
10263,18,4154,148,5
642,59,11639,1627,84
6159,279,41827,21283,17498
6376,2,999,1,0
1524,2,6,1,0
57142,109,13928,5649,237
23645,28,7141,329,49
79863,13,764,77,1
643008,5,266,10,0
9813,4,2835,3,3
51412,35,7452,430,165
10105,43,3922,832,71
10469,34,5367,492,69
79020,26,2826,322,3
7059,64,3680,2001,15
26052,38,5011,663,40
23493,36,5458,581,49
51550,35,8251,553,42
9126,144,29279,9266,1030
83732,31,13652,387,78
11179,20,2251,185,5
29089,31,5202,443,22
57088,102,12501,4688,463
80179,178,14107,13703,2050
79035,38,6905,640,63
209584,9,424,34,2
1496,14,4762,77,14
1969,68,14931,2097,181
79173,36,9296,585,45
55217,6,841,11,4
79577,107,15252,5343,328
80705,83,9608,3151,252
128989,22,3627,214,17
6868,28,7155,341,37
54539,67,3188,1216,995
10632,68,7956,1953,325
4509,22,3300,117,114
73422,2,451,1,0
55094,116,21335,3260,3410
284391,10,2696,42,3
4792,210,35410,20137,1808
56061,39,6560,617,124
9625,19,2251,166,5
10165,96,22346,3089,1471
348093,67,5865,1980,231
3084,96,8521,4280,280
5433,74,9834,1987,714
51585,50,11767,1002,223
23576,9,5161,29,7
54476,33,5896,483,45
54575,43,3140,688,215
3501,22,1724,227,4
6696,97,11719,4552,104
4717,52,1882,30,1296
117246,101,21218,3828,1222
55159,48,16345,989,139
79187,43,5217,882,21
80303,9,892,36,0
10529,39,6422,698,43
26037,29,4452,364,42
10134,85,17492,3274,296
9260,137,23240,8539,777
7280,125,21691,7192,558
22809,18,3375,145,8
10794,12,3159,63,3
701,96,11349,4063,497
9587,28,3992,346,32
29119,48,5041,1082,46
91574,4,3122,5,1
85366,21,4521,190,20
50650,12,5029,58,8
7402,59,10181,1592,119
10460,79,6659,3020,61
57103,8,3388,25,3
7249,72,16853,2286,270
24253,49,5797,1091,85
471,73,12521,2393,235
60528,50,8789,1137,88
81789,17,1143,135,1
53371,63,9399,1785,168
6607,71,13278,2078,407
8491,21,6065,188,22
8650,58,12622,1471,182
66413,31,3053,211,254
1060,61,9280,1071,759
29937,35,4911,488,107
3015,70,9645,2080,335
8295,125,16830,6636,1114
7456,41,8065,727,93
9063,202,32605,17154,3147
3762,7,322,10,11
3765,7,329,10,11
55131,138,29428,3258,6195
55854,39,9259,675,66
10061,45,13065,856,134
11127,39,10049,683,58
919,45,3985,873,117
156110,65,7794,2001,79
8434,30,4916,401,34
9811,10,2369,41,4
3930,46,13666,884,151
9716,184,23763,5722,11114
29925,45,3343,959,31
8347,38,9766,640,63
71702,16,3679,27,93
65095,24,5553,227,49
22823,22,5427,202,29
6839,188,18163,16688,890
4302,35,10585,555,40
6625,244,43324,18008,11638
10885,31,7256,362,103
1978,58,9828,1519,134
10019,16,5610,91,29
51533,21,5120,182,28
311,52,9133,1229,97
5833,26,3880,298,27
855363,1,1644,0,0
334,43,11142,796,107
112574,28,7831,343,35
838,5,312,7,3
9698,35,13230,526,69
220359,4,535,5,1
1641,48,12482,1051,77
10942,14,1810,85,6
5859,166,35225,12453,1242
8999,7,3655,17,4
5896,23,7101,218,35
23172,30,9081,380,55
57215,35,4869,562,33
55337,56,10729,1249,291
22376,1,289,0,0
29274,2,1917,0,1
51727,27,6752,310,41
20218,3,887,2,1
4800,79,16357,2766,315
116449,28,4220,346,32
169792,23,2288,249,4
1101,5,238,9,1
3688,148,19275,10287,591
55924,9,5299,34,2
10142,103,13724,4993,260
7257,118,11686,6792,111
53347,82,12703,3149,172
8358,76,11512,2355,495
8368,57,16139,1304,292
657,47,4787,983,98
317761,3,99,3,0
1234,47,4010,1008,73
388372,10,501,41,4
10541,59,18612,1485,226
9043,45,10752,862,128
285598,9,470,36,0
6949,166,34113,7372,6323
5884,30,3261,354,81
999,133,21516,8180,598
4218,62,9104,1746,145
117177,40,3180,760,20
5119,52,7497,1123,203
4103,41,5083,803,17
112616,19,1036,171,0
1902,98,2844,4704,49
2773,112,15076,5874,342
25489,77,6293,2872,54
5532,44,6277,894,52
7979,136,19150,8088,1092
55174,27,3209,193,158
9636,194,28619,17795,926
269966,57,5710,1286,310
4920,40,8543,702,78
81631,127,11984,7631,370
8019,27,11446,302,49
11016,31,3053,428,37
1386,245,36545,28104,1786
55723,65,9174,1768,312
7273,74,18716,2440,261
6169,239,38610,18127,10314
57798,22,5873,174,57
7681,158,16118,11710,693
1831,35,10342,520,75
716,8,1248,20,8
55308,24,7594,239,37
374659,18,3257,149,4
22995,109,10151,5349,537
9125,41,10654,675,145
5527,43,9741,784,119
1736,99,23288,3906,945
2729,10,2314,43,2
2937,34,4276,477,84
373073,2,881,0,1
8535,131,16340,7795,720
761,3,1044,2,1
56925,35,1298,594,1
572,70,13616,2132,283
321,14,3273,84,7
9378,29,619,402,4
2171,49,9084,941,235
390637,11,2515,54,1
6926,27,6042,325,26
23286,45,10571,859,131
55290,59,4784,1678,33
113026,43,1541,453,450
89869,43,1055,454,449
7029,13,1258,45,33
2319,90,16516,3641,364
5355,46,5080,1001,34
245902,12,1762,61,5
6241,55,11880,1339,146
4843,153,27708,10188,1440
6742,101,22179,4565,485
6591,23,9013,204,49
7159,184,27060,15957,879
7918,68,13366,2148,130
54902,38,2723,691,12
5939,15,7165,83,22
8788,70,2647,2405,10
81537,13,2748,76,2
7087,22,2304,226,5
10694,181,35751,14443,1847
100128588,2,374,0,1
94239,37,13954,545,121
10715,2,595,1,0
50649,82,21764,738,2583
192670,82,17313,2651,670
29777,28,6348,357,21
64061,49,5510,1141,35
51258,87,4528,586,3155
28986,20,3839,183,7
3587,5,568,8,2
7297,92,17349,3853,333
10636,20,5867,178,12
2243,44,7547,860,86
23429,63,13237,1683,270
80314,43,5139,535,368
222194,15,4057,99,6
10093,76,17609,2267,583
55127,57,13814,1504,92
17355,16,915,96,24
905,17,3554,100,36
3161,37,5653,621,45
10291,291,39507,28858,13337
83443,64,9478,1107,909
5521,159,29204,11264,1297
66352,5,258,10,0
55346,29,6255,394,12
5316,31,5188,426,39
22848,22,8374,150,81
54925,41,4841,686,134
352954,14,1226,37,54
3087,36,6530,563,67
9910,30,3016,422,13
26512,62,10578,1527,364
5441,96,12143,3593,967
79074,10,4423,23,22
19052,55,4212,1337,148
9989,33,7736,453,75
84858,19,2198,156,15
11083,32,9573,430,66
9592,30,4988,409,26
8242,46,8733,926,109
2878,19,1260,65,106
34,86,11016,3065,590
4683,88,13504,3253,575
317749,6,145,15,0
728294,4,174,6,0
1762,48,6097,1080,48
23293,16,2934,97,23
10554,14,6108,82,9
126129,16,361,84,36
56937,7,1883,21,0
10807,56,12602,1331,209
64396,48,7460,1049,79
9830,37,6898,595,71
124790,51,9275,1157,118
55906,18,1173,151,2
79036,48,5101,1096,32
51388,27,7005,258,93
17187,54,6232,1336,95
1373,48,9873,1033,95
337968,162,12194,12298,743
51386,84,20312,2581,905
63931,104,8471,1991,3365
8615,71,11617,2347,138
3673,35,2945,568,27
8976,82,17038,2987,334
813,119,19142,6487,534
22824,68,10839,2080,198
238,96,12308,4260,300
283349,26,6593,239,86
599,25,5000,275,25
226977,28,3855,311,67
170680,20,3131,180,10
11224,277,38858,21461,16765
7388,92,4955,2808,1378
842058,1,262,0,0
2975,189,35552,11093,6673
3337,105,21838,4953,507
2017,142,27331,9114,897
7849,28,4324,353,25
2192,73,8774,2498,130
50808,16,4261,112,8
222229,41,7792,729,91
143662,2,24,1,0
83417,7,824,21,0
22885,15,3690,92,13
1595,48,3656,853,275
22601,27,4663,267,84
22099,1,117,0,0
6611,50,8048,1112,113
51514,56,11940,1301,239
4646,87,22859,3118,623
54958,18,3056,136,17
8890,64,13148,1420,596
1491,44,5519,892,54
9470,67,16274,2042,169
2669,113,16032,6063,265
11343,24,911,232,44
4173,162,36016,9269,3772
3181,331,63999,42732,11883
85294,99,6747,4110,741
136051,11,3261,29,26
11122,5,2079,8,2
1470,15,4668,93,12
427,19,2370,167,4
57118,34,7583,516,45
7095,21,2256,208,2
64220,5,2398,9,1
328,109,24106,5367,519
148581,70,6098,2353,62
3921,276,48096,27933,10017
6857,43,6741,835,68
402055,3,3578,2,1
51166,3,81,0,3
8564,4,85,1,5
51193,18,1578,141,12
57621,44,9765,843,103
5883,46,7145,865,170
10445,145,17155,9971,469
4798,36,5682,483,147
55362,78,8270,2846,157
55283,55,1408,1484,1
56479,9,1666,33,3
220717,100,22166,1942,3008
10959,42,7165,760,101
6419,12,1611,60,6
79068,15,1358,76,29
55636,27,4463,248,103
10567,81,6939,3115,125
9699,18,3531,140,13
84536,7,1217,16,5
23612,96,13552,4369,191
9183,47,9451,986,95
5303,37,6318,631,35
84689,6,161,15,0
113452,16,3138,104,16
47,72,22246,2261,295
6720,70,10908,2046,369
1431,35,11253,505,90
8050,35,4970,487,108
140597,14,4437,83,8
23780,32,3448,490,6
22913,179,36492,10772,5159
2475,160,26756,11910,810
84232,15,1935,99,6
9232,40,8734,696,84
5166,6,347,13,2
653240,57,6418,1033,563
2219,17,406,132,4
5793,31,5096,414,51
3151,15,6668,83,22
157378,9,2428,29,7
2870,28,4269,371,7
27430,41,10579,709,111
75608,84,5407,3406,80
8208,54,10527,1167,264
4214,240,41938,26278,2402
51081,120,14884,3533,3607
1808,60,11424,1641,129
51069,101,7060,1807,3243
57144,45,5382,939,51
4069,33,9471,475,53
219854,24,1325,271,5
6431,182,33907,6614,9857
146705,52,10682,1279,47
59271,35,1140,590,5
55624,16,1845,118,2
64772,11,237,33,22
85439,43,7062,619,284
476,160,30393,11089,1631
8554,189,34102,14306,3460
55576,8,1985,20,8
23647,65,10814,1953,127
5213,70,14755,2218,197
56259,169,21573,5587,8609
18749,30,3025,349,86
26127,55,6981,1235,250
3659,58,11000,1459,194
56926,26,7981,271,54
51429,40,12750,700,80
26259,43,12041,718,185
5698,79,7839,2144,937
246329,40,3612,749,31
7274,22,4960,201,30
339834,63,6359,1814,139
74493,18,1363,141,12
9196,8,3018,26,2
330,85,12505,3091,479
55611,94,21912,3884,487
55631,13,4502,70,8
84245,12,3223,61,5
5868,120,12766,6830,310
4294,48,6151,1087,41
7942,17,2868,128,8
3683,12,1186,58,8
1437,19,4070,148,23
4001,121,28228,6662,598
56915,95,13235,4189,276
5551,9,2478,34,2
23166,7,401,18,3
12261,61,5903,1771,59
10845,34,10270,521,40
8987,19,2163,150,21
3603,99,15122,4619,232
10811,52,7235,1281,45
124739,32,3302,485,11
23551,22,3902,193,38
84108,57,8436,1389,207
322,93,18272,3814,464
147746,29,3585,388,18
4957,129,15468,7514,742
26886,25,944,230,70
2315,5,560,10,0
84967,21,4619,135,75
57567,19,4055,148,23
6675,17,4657,124,12
9262,16,3151,117,3
991,159,25150,11342,1219
8483,2,302,1,0
23481,72,20720,1760,796
997,71,13808,2248,237
63943,17,8894,100,36
97064,18,4076,105,48
57498,53,8864,1320,58
23209,21,1248,206,4
307548,1,20,0,0
79908,42,1415,855,6
55254,7,416,21,0
26973,52,6975,1223,103
22826,178,23031,6515,9238
10640,55,6139,1388,97
5395,56,10166,1390,150
114327,39,4118,717,24
440836,10,2220,40,5
107242,63,11880,1738,215
55662,44,8829,894,52
57182,7,3715,20,1
57578,4,2434,5,1
3008,52,12646,1124,202
6716,21,843,26,184
353,34,10148,481,80
8833,57,12868,1435,161
2339,27,2276,332,19
83983,21,7416,146,64
29890,28,7596,343,35
91768,19,4591,122,49
3514,28,4250,344,34
8402,48,10864,1074,54
56334,116,8006,6509,161
7044,11,1194,18,37
116173,87,7147,3684,57
2261,56,7215,1471,69
8887,100,16126,4606,344
51043,44,8001,878,68
4621,9,1393,32,4
1062,39,6966,695,46
113961,1,247,0,0
221656,22,2383,214,17
1781,64,13294,1766,250
55718,42,3372,675,186
6281,55,9757,1423,62
17127,40,4351,750,30
22870,57,10759,1423,173
9100,51,13654,1111,164
281370,2,666,0,1
6573,10,1538,42,3
7021,18,3997,138,15
79665,20,4276,182,8
26532,5,387,10,0
23580,30,7162,361,74
19346,1,60,0,0
2665,61,11341,1681,149
23189,11,4193,46,9
20128,3,335,0,3
55704,67,11272,2115,96
5641,18,3122,147,6
84942,14,1782,90,1
6757,23,4914,217,36
4113,52,9664,987,339
29028,21,5467,192,18
79727,85,9708,3253,317
23185,27,12248,291,60
5027,19,5971,149,22
8239,139,29262,8683,908
5699,28,4442,209,169
5691,108,17827,3943,1835
100134938,13,738,75,3
4878,17,2685,131,5
51397,15,1182,27,78
6945,26,7194,307,18
84063,10,1731,44,1
94005,42,7442,799,62
8419,47,4335,1011,70
140909,1,923,0,0
55075,40,8848,748,32
114932,44,5704,884,62
8682,36,5455,567,63
8772,85,10205,3255,315
6929,206,25304,20258,857
21423,3,1858,2,1
3055,142,22979,9393,618
9693,105,13042,5323,137
554313,57,16609,1305,291
10251,28,2942,325,53
7372,45,7008,947,43
3145,17,4771,128,8
3763,11,634,42,13
83902,42,2775,751,110
29090,4,1197,6,0
26267,5,2521,7,3
3892,49,7923,1019,157
57534,67,11267,1985,226
993,64,18979,1747,269
8888,39,7596,703,38
1121,22,1128,201,30
57695,19,6766,112,59
23526,11,2073,54,1
135228,21,2345,191,19
26469,14,5705,70,21
5530,85,10795,3360,210
5819,37,6429,557,109
81851,201,10048,18720,1380
23328,14,3067,67,24
23400,61,3508,1819,11
55353,16,1898,112,8
83759,64,13089,1857,159
961,34,5050,507,54
163183,97,3789,4604,52
7702,29,2651,402,4
51368,46,2866,1005,30
23353,19,3309,164,7
51319,38,7734,638,65
60673,45,4483,907,83
2309,81,19056,2776,464
10755,52,6699,1292,34
9276,68,14049,2014,264
57038,19,2498,165,6
127829,8,938,28,0
10859,8,712,16,12
931,23,3683,230,23
25524,1,247,0,0
55964,32,2568,423,73
8195,23,6065,198,55
10523,97,18991,3551,1105
2800,28,3211,366,12
10095,73,15738,2116,512
81627,24,10410,240,36
84284,20,7297,160,30
57569,1,264,0,0
54353,1,318,0,0
6048,74,6980,2623,78
64755,11,1125,51,4
150,24,3536,243,33
79709,24,7674,241,35
5351,43,13204,781,122
22003,97,8020,3950,706
80305,13,2591,77,1
26523,77,24776,2095,831
1122,12,885,48,18
4773,53,8577,1272,106
5606,40,7284,689,91
9479,36,6644,543,87
336,21,1882,186,24
8694,6,505,13,2
6627,267,34307,22793,12718
10421,194,24089,9758,8963
29088,109,12843,2448,3438
55168,90,7205,823,3182
84286,1,2129,0,0
135138,19,7107,87,84
64324,41,6672,770,50
83933,21,4039,188,22
7469,27,8996,291,60
25562,2,489,1,0
142686,20,3675,153,37
5514,41,11259,716,104
214444,19,2352,132,39
170589,22,602,231,0
4012,38,5754,688,15
84188,13,4330,76,2
4016,4,840,6,0
84941,13,1188,75,3
65018,62,11563,1673,218
22850,15,5438,95,10
10568,11,338,55,0
84152,16,4372,87,33
8794,14,2712,88,3
55892,8,4517,22,6
100505385,47,3991,1067,14
10270,69,20798,2070,276
222,48,2248,885,243
1047,37,5691,597,69
3845,78,13039,2910,93
54764,169,17936,13744,452
94121,29,2713,387,19
83755,149,10934,9604,1422
440023,75,6952,1763,1012
7013,321,33577,49811,1549
10130,96,22307,4205,355
54800,13,5209,64,14
124923,6,568,12,3
51247,15,10394,80,25
113878,102,9891,4914,237
402381,27,2543,305,46
55026,12,3277,63,3
25801,20,4208,183,7
22863,16,3297,95,25
11274,20,4383,182,8
8780,28,9685,343,35
57730,14,1708,84,7
55663,59,7510,1534,177
6850,138,19892,8529,924
129563,12,4096,55,11
939,33,3781,511,17
56913,9,219,26,10
4776,28,7130,319,59
23404,59,8112,1459,252
348174,14,2918,85,6
4126,12,1038,63,3
51454,9,794,31,5
27076,114,5287,6396,45
9772,5,474,8,2
320271,14,1179,89,2
5211,72,18125,2343,213
121457,35,8460,572,23
150082,18,1710,144,9
64930,19,1600,168,3
7818,138,16778,5898,3555
1184,7,2971,19,2
5542,6,1070,14,1
6361,5,541,10,0
6778,78,9880,2821,182
389289,1,1863,0,0
84612,89,11992,3750,166
7392,46,7813,976,59
5959,15,2021,74,31
22828,45,13149,499,491
25771,22,1177,228,3
64746,30,7776,379,56
55324,31,9003,428,37
8479,37,9385,536,130
83606,77,11292,2623,303
4715,95,6809,2905,1560
79698,10,4746,31,14
4594,24,2949,208,68
55715,43,7514,836,67
23382,33,4563,513,15
55726,19,1036,129,42
25896,53,4624,1219,159
23022,49,9878,1087,89
116540,145,11889,7261,3179
23204,82,8280,3202,119
1824,15,3682,84,21
1466,15,4748,92,13
5552,43,5973,867,36
130574,30,1225,427,8
253558,13,4193,75,3
9675,44,7630,804,142
8751,48,7442,1059,69
831,51,9283,1163,112
836,181,27042,15343,947
2815,25,5337,229,71
886,3,69,1,2
887,13,3085,67,11
51071,16,1000,112,8
4860,59,11807,1620,91
94234,106,12273,5336,229
7750,82,12973,2875,446
5063,20,3452,159,31
29128,62,15824,1642,249
4849,35,6249,484,111
854872,1,1644,0,0
90411,45,7975,901,89
11200,111,17864,5748,357
7098,24,2922,230,46
5264,22,5181,222,9
6890,49,6160,1086,90
4676,71,21329,2152,333
9879,173,25844,5231,9647
23403,23,5267,216,37
84984,127,9908,7904,97
13835,1,184,0,0
11064,159,13507,11759,802
388951,12,2260,58,8
27301,15,4631,99,6
3221,29,5356,385,21
1196,92,14240,3822,364
79882,39,7479,688,53
1791,13,4714,64,14
116092,30,6608,392,43
2548,32,6022,437,59
2720,35,4005,493,102
17191,19,3080,107,64
4055,75,6960,2673,102
23338,36,3061,555,75
54520,38,5111,618,85
27020,10,1620,43,2
127343,94,6104,4337,34
5515,262,37342,32154,2037
84634,2,267,1,0
125115,378,24755,70359,894
320714,13,485,65,13
11168,58,13584,1424,229
951475,109,20232,5494,392
85235,5,2520,8,2
170572,80,1376,3145,15
138311,4,895,6,0
1163,79,12958,2810,271
285636,4,2151,6,0
147650,4,610,4,2
147015,3,275,3,0
6726,50,7876,1136,89
84304,21,1705,202,8
148156,12,3271,62,4
215819,24,3588,247,29
23704,9,1587,32,4
3784,33,6236,416,112
10155,254,46504,30024,2107
5460,66,11080,1966,179
3009,61,13815,1626,204
50626,28,3874,336,42
138429,3,66,2,1
3959,146,27943,9452,1133
28976,64,5938,1592,424
23042,24,6224,257,19
63894,11,2585,47,8
6648,112,10914,5839,377
8533,97,18743,3869,787
1478,99,16865,4506,345
54760,26,3753,148,177
126,28,1395,258,120
10758,40,10840,659,121
653509,7,279,18,3
57659,20,3588,179,11
9721,26,4261,258,67
8539,39,8675,665,76
8721,34,8003,496,65
1656,134,28126,8449,462
1674,75,11538,2598,177
54971,171,16707,14144,391
196472,16,3250,109,11
72415,15,1029,96,9
10402,3,2309,3,0
8623,12,3968,65,1
269582,16,2046,95,25
8711,30,7703,368,67
79188,45,7004,940,50
144811,28,1450,372,6
64426,41,9265,491,329
1893,38,4400,669,34
54935,31,4071,448,17
131583,13,1052,69,9
57443,7,2483,9,12
8440,182,16716,15965,506
340527,23,4466,225,28
6232,191,35001,11364,6781
51617,17,936,133,3
10815,40,4003,743,37
23380,26,6349,289,36
50618,92,8710,4063,123
79184,57,14099,1342,254
2965,91,13750,3284,811
10018,60,10849,1647,123
23220,3,1047,0,3
147945,8,1743,23,5
151963,18,2336,141,12
79673,20,4074,179,11
51157,26,5637,308,17
10009,51,8564,1160,115
2242,49,9407,1082,94
54708,36,6898,562,68
23678,10,4811,35,10
55706,32,6721,411,85
1789,78,12093,2593,410
310836,1,247,0,0
166336,13,2283,78,0
290447,3,69,3,0
28981,24,6683,205,71
56912,8,533,17,11
10735,53,9179,1090,288
85287,14,2918,43,48
1852,11,2704,42,13
150684,61,13735,1547,283
285367,17,4114,117,19
84312,29,3431,290,116
1675,5,603,10,0
945,13,2387,69,9
3886,90,9038,3822,183
154881,38,7732,631,72
58155,25,5719,256,44
10193,62,9524,1825,66
3101,32,2439,462,34
5236,62,8556,1644,247
51,51,4346,970,305
9588,78,14113,2778,225
4200,9,4589,29,7
91662,7,2416,13,8
22905,48,7831,1051,77
401541,38,2913,600,103
3206,24,4218,235,41
337972,83,7342,3006,397
6397,5,607,10,0
2739,42,6120,774,87
10202,88,18175,1455,2373
11267,49,5765,1096,80
268,7,1915,21,0
84288,2,527,1,0
6927,79,11036,2919,162
8204,69,14954,2112,234
115950,3,391,3,0
10190,70,7121,2319,96
79598,58,10554,1417,236
3783684,7,1034,18,3
55224,15,2856,99,6
3096,54,8772,1381,50
55365,7,339,20,1
10769,51,6809,1245,30
55684,41,10578,767,53
80174,20,4499,176,14
6451,15,2631,96,9
23253,18,3329,143,10
6629,225,30689,13554,11646
105787,24,2479,269,7
29982,29,3948,384,22
25895,63,13165,1725,228
11187,37,6754,603,63
7381,111,7844,4372,1733
8224,7,1083,16,5
5657,15,1254,102,3
820,7,445,21,0
8942,55,5041,1374,111
7133,125,21914,7032,718
7006,43,5313,759,144
92609,89,21838,3570,346
94186,42,5135,670,191
9296,53,7716,1192,186
8125,66,14699,1932,213
130,30,2030,338,97
56992,27,4508,335,16
79767,14,1306,89,2
16554,24,1635,276,0
79670,20,4147,186,4
372,41,12688,662,158
28987,29,8477,342,64
5307,88,9629,3499,329
83451,22,4773,207,24
2300,126,9367,7744,131
3344,11,5076,42,13
5989,25,3353,271,29
51009,51,4917,1168,107
23344,33,9919,474,54
133686,16,2733,111,9
114625,3,200,3,0
118471,23,4048,225,28
8405,41,6234,771,49
40958,1,40,0,0
53340,13,362,71,7
54974,30,4659,354,81
4772,82,13403,2951,370
8742,10,1368,40,5
337882,34,3043,519,42
219541,120,16628,6118,1022
22936,29,1997,345,61
23225,34,10469,470,91
51053,56,8175,1441,99
83547,13,792,63,15
23339,19,4364,138,33
1983,66,15776,1816,329
2081,29,8493,322,84
2303,37,3649,625,41
9745,7,1007,17,4
55040,31,2807,431,34
65993,105,13316,1999,3461
506,158,34764,11006,1397
51599,28,5411,354,24
84440,11,850,45,10
6688,59,7720,1498,213
113457,50,14942,940,285
26064,62,13028,1556,335
6638,51,12809,1039,236
53,43,4498,856,47
80237,16,1090,90,30
7424,5,421,7,3
80254,132,10405,7920,726
55787,41,9588,692,128
4205,77,11982,2720,206
29883,48,10826,934,194
51435,46,4701,1017,18
8991,42,4658,829,32
51003,101,9356,4373,677
84168,54,7392,1391,40
152992,10,406,45,0
35,38,1680,389,314
7403,28,4705,271,107
55257,69,11875,1864,482
2892,13,1899,66,12
6671,35,2917,554,41
139067,19,5064,163,8
3813,24,868,273,3
5493,73,10355,2537,91
76843,32,5647,366,130
829,122,28885,6573,808
7374,20,6893,155,35
53598,72,5602,2461,95
9994,24,3779,227,49
23408,12,4202,63,3
7317,161,30167,11892,988
152663,11,5975,9,46
22818,28,6282,294,84
1487,169,24016,13207,989
56344,17,2999,124,12
6050,35,9168,564,31
8676,91,14333,3741,354
100132565,18,2381,145,8
51010,33,5840,353,175
23016,45,7915,797,193
4316,37,1429,595,71
25936,32,3283,352,144
9141,35,7658,554,41
7052,117,21112,6311,475
4058,10,1679,32,13
94081,52,12897,1197,129
