id,role_0,role_1,role_2,role_3
9697,6,3052,3,12
9364,1,2129,0,0
84904,4,591,4,2
80350,9,1331,32,4
79134,1,56,0,0
80309,4,727,6,0
5754,14,4587,87,4
83483,8,146,28,0
11086,1,181,0,0
80345,6,2315,12,3
254065,7,1524,20,1
56903,5,684,7,3
158866,5,247,10,0
14199,4,304,5,1
55347,10,4978,40,5
60678,20,5005,164,26
11249,20,886,189,1
1442,12,2213,51,15
25943,2,2045,0,1
54769,5,967,10,0
26085,6,228,15,0
92104,5,357,9,1
81706,5,816,10,0
6354,20,3105,184,6
52864,4,438,5,1
160492,2,2735,1,0
54934,8,3146,22,6
783,8,1368,24,4
137529,3,341,0,3
135152,3,48,2,1
56349,4,813,6,0
51710,4,840,6,0
147,14,1718,86,5
254863,17,1889,130,6
112597,7,432,20,1
18392,5,237,0,10
439927,5,630,8,2
3177,4,1013,5,1
646785,1,695,0,0
25917,19,2675,162,9
23548,10,2582,43,2
9071,5,273,10,0
2675,3,259,3,0
6865,4,69,4,2
67972,1,521,0,0
144363,5,473,7,3
163859,11,4423,50,5
2922,5,77,9,1
2925,2,245,1,0
2703357,4,2567,4,2
2294,14,704,90,1
851212,2,1684,1,0
51528,9,1491,26,10
3783745,1,257,0,0
56228,1,67,0,0
27178,9,848,35,1
2525,7,183,20,1
2992,19,2367,154,17
79884,9,3066,25,11
17938,1,84,0,0
116657,1,247,0,0
114299,14,581,91,0
53885,10,664,33,12
160824,3,495,3,0
124152,1,131,0,0
343099,25,2559,220,80
84937,28,4318,345,33
365895,1,998,0,0
856748,1,1644,0,0
56899,14,5470,76,15
3903,4,2501,4,2
145447,1,9,0,0
79786,10,3243,40,5
55243,14,2250,86,5
497049,3,810,3,0
114774,1,21,0,0
7802,9,2956,33,3
6447,8,1794,24,4
398024,3,2086,1,2
79984,3,575,3,0
51118,10,1262,45,0
79896,6,387,15,0
26287,10,2173,41,4
6375,3,503,3,0
256126,10,1109,42,3
8492,4,532,5,1
131578,25,2061,295,5
2541863,2,295,0,1
26751,8,1295,25,3
850846,1,1644,0,0
26020,13,978,75,3
30815,5,2525,9,1
1347,23,3001,203,50
8693,4,1919,6,0
3229,17,1122,132,4
850658,1,306,0,0
344148,8,3061,20,8
387751,2,2048,0,1
56515,3,998,0,3
853800,1,1644,0,0
83473,5,1164,8,2
851824,1,1644,0,0
59350,4,462,6,0
117579,3,5,3,0
649330,1,43,0,0
1303,1,50,0,0
692224,2,1583,0,1
21844,1,135,0,0
643904,1,753,0,0
33565,2,481,1,0
113444,2,1891,0,1
728137,2,142,1,0
117039,1,247,0,0
1611,3,535,3,0
75580,1,34,0,0
26395,2,86,0,1
84166,4,500,5,1
20910,2,906,0,1
74838,13,975,71,7
192234,3,2302,2,1
6289,4,301,6,0
15182,3,198,3,0
855149,1,1644,0,0
308051,1,283,0,0
100302090,11,595,55,0
851670,1,52,0,0
143630,3,643,3,0
151507,3,95,0,3
6692,7,869,20,1
652966,1,462,0,0
157769,11,5244,49,6
23108,6,3283,8,7
9123,12,1502,64,2
100355961,1,161,0,0
56165,7,2329,18,3
55245,8,329,26,2
534,5,398,5,5
91355,2,567,1,0
92304,9,1161,34,2
84933,1,54,0,0
6833,6,85,13,2
400720,3,1958,2,1
50799,1,387,0,0
1733,0,0,0,0
145264,12,985,66,0
2827,5,1951,10,0
79004,19,5980,141,30
19329,2,302,1,0
5002,5,287,10,0
150946,5,3396,7,3
1446,18,3990,138,15
54858,11,883,54,1
121274,5,2772,10,0
11070,6,1275,15,0
2919,12,2436,63,3
81566,6,1210,12,3
91181,1,71,0,0
853002,1,70,0,0
79054,7,978,19,2
24784,1,189,0,0
11118,4,31,6,0
5681,5,2225,9,1
5655,10,669,45,0
1815,13,3310,69,9
115939,10,1489,44,1
80000,2,2327,1,0
9127,5,2265,9,1
440087,3,333,3,0
19358,1,199,0,0
23590,3,126,3,0
623,2,106,1,0
100383,7,552,21,0
12952,14,791,80,11
977,14,2128,79,12
150962,5,294,10,0
22869,2,233,1,0
850633,3,2209,2,1
28577,2,250,1,0
71954,2,203,0,1
444874,7,867,17,4
5118,4,279,6,0
10279,2,961,1,0
373544,1,247,0,0
54866,4,1176,3,3
11215,29,5834,347,59
2897,6,1323,14,1
13858,9,998,34,2
110651,2,743,0,1
79456,9,1398,33,3
51816,1,329,0,0
1317,6,2623,15,0
375287,2,315,1,0
64090,2,833,1,0
67003,1,387,0,0
139818,3,968,3,0
66889,1,216,0,0
100291837,3,752,3,0
57718,2,101,1,0
285733,1,57,0,0
3779,6,836,14,1
131544,6,389,14,1
352910,1,90,0,0
55218,6,2985,13,2
10344,6,2359,15,0
6091,15,2155,99,6
21335,2,166,0,1
79154,6,365,15,0
22352,6,725,14,1
56735,1,135,0,0
115019,1,84,0,0
2667,3,318,0,3
56894,20,3170,182,8
854114,1,197,0,0
57642,3,587,3,0
26084,10,344,44,1
58222,1,521,0,0
8722,5,326,10,0
51309,5,1224,6,4
9180,13,2407,67,11
617,13,1640,77,1
4552,16,2797,112,8
9603,11,1220,33,22
17865,2,996,0,1
139081,3,884,3,0
79660,9,1089,28,8
10777,2,477,0,1
16396,5,408,10,0
201627,8,463,28,0
26748,2,163,0,1
93622,1,1863,0,0
90665,2,449,1,0
13803,1,318,0,0
286257,4,2771,5,1
145957,3,431,3,0
100287428,2,276,1,0
55567,1,311,0,0
9480,1,61,0,0
4146,5,93,7,3
83595,6,3372,14,1
4961494,8,1931,6,22
852206,1,1644,0,0
66048,15,648,85,20
256643,2,335,1,0
55116,7,1923,21,0
112476,10,488,39,6
23683,16,2479,107,13
5881,24,3122,267,9
150465,3,3100,3,0
138009,6,1013,12,3
65010,17,1006,136,0
360030,1,26,0,0
79986,1,377,0,0
164656,3,888,2,1
5346,3,437,2,1
64759,21,7121,173,37
280,3,695,3,0
25840,3,2059,3,0
9069,5,2401,10,0
27133,2,1653,1,0
23381,16,7459,86,34
594855,6,397,0,15
55285,31,7128,421,44
25950,6,2741,8,7
6025,2,540,0,1
2044,9,768,36,0
140564,3,855,3,0
197335,24,3826,233,43
286205,5,1105,9,1
79849,15,464,105,0
1179,4,1484,5,1
5875,15,928,96,9
131408,2,1898,1,0
51268,9,514,33,3
23460,1,99,0,0
68475,3,272,3,0
91252,5,1093,10,0
3788,4,1494,3,3
10227,4,1156,5,1
3077530,2,270,0,1
186869,1,359,0,0
388588,12,939,65,1
64881,7,336,20,1
23389,37,3024,142,524
10555,11,437,55,0
51131,7,848,21,0
158572,8,777,25,3
17978,4,447,2,4
12953,4,334,5,1
442523,5,2307,10,0
153743,3,906,0,3
7566,5,372,10,0
115650,6,1064,8,7
22921,6,3214,13,2
54841,4,2133,6,0
157657,1,915,0,0
14939,3,376,2,1
677804,2,1629,1,0
503542,1,78,0,0
79411,2,2434,0,1
83707,6,3451,14,1
57135,5,136,9,1
55565,8,716,28,0
6509,4,518,6,0
201973,4,388,6,0
57633,1,303,0,0
146845,5,1273,8,2
55205,3,1961,2,1
100101467,4,142,1,5
7474,9,299,32,4
100294277,5,555,10,0
283160,2,280,0,1
226180,1,387,0,0
129025,3,565,3,0
60598,7,3068,3,18
676,5,1407,8,2
115273,2,578,0,1
853536,1,1644,0,0
416,1,544,0,0
84293,4,2292,6,0
9985,4,290,2,4
23587,8,827,19,9
396270,1,41,0,0
24410,2,163,0,1
113178,7,3133,20,1
64525,4,2486,4,2
54434,17,5234,100,36
239,8,849,27,1
159371,2,2011,1,0
388115,4,1470,3,3
26381,2,91,1,0
360570,1,247,0,0
10090,4,3937,4,2
56521,12,2810,65,1
856289,1,1644,0,0
823585,1,28,0,0
57136,15,6853,89,16
339123,10,3231,43,2
23660,7,728,20,1
374395,9,1173,35,1
256281,10,2462,41,4
3589,4,473,4,2
3590,2,43,0,1
29106,5,854,9,1
148979,2,5,1,0
17760,2,906,0,1
53831,3,69,3,0
9258,3,190,3,0
84932,17,7176,128,8
23335,6,2127,12,3
26998,2,1797,1,0
57462,6,994,14,1
79451,1,91,0,0
57713,12,2884,63,3
286297,5,177,0,10
850360,1,1644,0,0
387101,3,156,3,0
855319,5,2318,7,3
23315,2,883,1,0
577,3,187,3,0
163732,11,1713,23,32
284415,2,114,1,0
84876,11,821,48,7
440356,1,120,0,0
6707,9,390,33,3
54856,4,613,6,0
5010,9,706,33,3
67184,2,536,1,0
84261,6,4302,7,8
150677,4,1112,5,1
84679,3,66,2,1
26871,12,1485,19,47
1996,8,3979,26,2
83844,4,621,6,0
54976,6,1033,13,2
90355,13,4937,72,6
16971,1,19,0,0
66046,1,387,0,0
2916,2,227,1,0
7809,6,2356,15,0
23550,2,156,1,0
26297,8,1143,26,2
2579,2,163,0,1
2703392,7,1371,6,15
57645,8,5276,25,3
152579,5,215,7,3
26873,6,217,15,0
56226,8,629,28,0
851565,2,1894,1,0
9770,31,5256,411,54
94137,5,1786,8,2
4961525,7,1489,10,11
2719,10,291,44,1
26821,2,520,1,0
23555,9,1036,36,0
338761,9,1023,32,4
56673,12,2109,55,11
150223,2,1289,1,0
54989,8,3002,22,6
338599,14,3026,87,4
4099,19,4072,154,17
1297,9,641,30,6
342666,3,45,3,0
2838,2,2522,0,1
116698,1,247,0,0
55007,17,2377,132,4
653067,6,624,14,1
23821,6,394,15,0
9121,4,2134,6,0
12322,2,906,0,1
152007,9,2940,35,1
57721,7,369,19,2
25961,3,177,2,1
105352,2,319,0,1
9926,16,3767,118,2
2168,5,1772,7,3
51725,1,897,0,0
23424,12,806,62,4
231225,9,680,34,2
75590,4,1312,0,6
653781,4,1301,5,1
5889,20,3618,169,21
11006,3,364,1,2
10321,1,11,0,0
301035,1,247,0,0
63901,3,535,2,1
606551,1,695,0,0
329015,2,133,1,0
84870,2,207,0,1
58158,4,340,6,0
18647,4,932,1,5
12450,3,598,0,3
20276,1,314,0,0
269614,7,1175,19,2
1777,7,1522,15,6
80199,5,611,10,0
89790,7,1403,14,7
26835,4,555,6,0
7288,6,4477,10,5
26572,2,825,0,1
10,24,4723,259,17
2978,5,688,10,0
66066,1,387,0,0
57479,9,2295,32,4
401172,2,209,1,0
51155,15,1990,101,4
4250,5,351,10,0
221458,5,336,10,0
68815,3,687,2,1
84926,8,1638,27,1
51108,10,387,45,0
170685,9,1703,36,0
8913,3,540,2,1
1135,2,10,1,0
1141,5,88,8,2
1775,9,1361,34,2
84174,10,1957,35,10
15499,11,997,55,0
318,3,517,3,0
29780,9,553,30,6
197259,14,1321,90,1
147040,2,1833,1,0
837868,1,262,0,0
641367,2,654,0,1
7022,21,5791,173,37
79573,3,828,3,0
2028,2,30,1,0
168374,4,1018,6,0
55237,4,216,6,0
7675,10,2122,41,4
99890,6,777,15,0
1515,10,499,42,3
56142,3,1607,3,0
78992,9,2578,32,4
55118,4,209,5,1
26355,19,3458,161,10
854768,1,1644,0,0
22141,1,39,0,0
221955,15,1258,104,1
2798,8,1070,22,6
117854,6,1542,12,3
140873,1,354,0,0
21340,4,411,3,3
831959,1,266,0,0
100462977,9,1961,34,2
97,10,2765,13,32
57547,10,1511,45,0
56907,3,1146,2,1
643752,3,551,3,0
284486,1,127,0,0
4066,9,1401,24,12
5459,6,1087,15,0
12364,1,46,0,0
221718,14,1630,83,8
727910,3,579,3,0
7781,9,656,32,4
4246,8,437,25,3
4435,19,6021,100,71
853133,5,1870,9,1
79736,6,1710,14,1
55713,1,154,0,0
6307,9,2835,31,5
3781,7,2143,20,1
851651,2,54,1,0
55784,1,2129,0,0
57148,7,2681,18,3
54442,26,9845,287,38
20630,2,359,0,1
27019,2,314,1,0
112812,5,2936,10,0
138474,10,2108,26,19
728013,2,68,0,1
388719,1,1863,0,0
4360,4,640,6,0
18294,2,45,1,0
8269,4,882,6,0
67427,1,521,0,0
9840,9,1452,32,4
22846,5,879,8,2
162073,4,82,6,0
4324,3,153,3,0
140609,5,652,8,2
83716,2,752,1,0
818591,1,139,0,0
148252,6,2555,14,1
8074,4,177,5,1
18642,1,521,0,0
55879,1,23,0,0
123803,3,920,3,0
10882,5,2019,10,0
55852,3,2501,1,2
7586,18,5756,142,11
108689,3,48,2,1
80169,9,541,31,5
533307,1,151,0,0
2540020,2,423,0,1
8345,12,4398,56,10
7200,8,1171,26,2
57677,2,114,1,0
643246,3,147,3,0
374969,1,4,0,0
117017,1,48,0,0
124599,2,2534,0,1
51463,8,264,28,0
200504,2,168,1,0
84191,15,778,97,8
51365,3,2635,1,2
4325,2,92,1,0
140870,3,1153,3,0
6619,13,3180,67,11
4606,2,100,1,0
51398,3,1330,3,0
390594,1,1225,0,0
375686,3,532,1,2
1258,5,693,9,1
5961,4,115,6,0
5408,10,267,22,23
750,14,2973,60,31
14030,5,293,10,0
116337,1,155,0,0
25467,1,125,0,0
4948,1,60,0,0
729533,2,318,1,0
23507,2,1239,1,0
284406,1,195,0,0
55186,2,127,1,0
6532,8,1827,27,1
26658,2,356,1,0
10261,1,2129,0,0
855934,1,81,0,0
79853,10,406,45,0
851013,1,1644,0,0
57497,1,1225,0,0
139716,10,3451,27,18
126299,3,699,3,0
6582,9,770,35,1
100360154,1,247,0,0
10443,14,1602,86,5
80017,2,2427,1,0
83986,4,1270,5,1
116379,1,2,0,0
4061,2,67,1,0
55106,2,263,1,0
114915,1,137,0,0
55,7,2333,20,1
23086,5,2415,10,0
55349,5,823,10,0
570,7,182,21,0
2868,10,2702,38,7
28982,10,888,42,3
642658,3,238,3,0
2577,3,322,2,1
26164,3,491,3,0
232943,16,1190,109,11
3077448,3,345,0,3
113746,1,291,0,0
644096,3,647,3,0
58475,2,56,1,0
4054,14,2086,87,4
282004,2,20,1,0
202658,2,63,1,0
3681,5,605,8,2
55313,5,1297,8,2
51020,5,700,10,0
3777,9,3224,17,19
113893,1,247,0,0
730668,1,297,0,0
51308,3,611,3,0
55591,14,3804,82,9
850445,1,1644,0,0
29236,1,247,0,0
64412,8,2928,7,21
20867,1,321,0,0
10485,7,2179,11,10
134145,1,686,0,0
54149,7,1570,21,0
440568,5,1003,10,0
33397,1,290,0,0
284169,7,659,19,2
90204,2,2187,0,1
348235,12,965,50,16
3209,6,726,10,5
11158,4,2003,6,0
91734,15,1023,84,21
8263,4,374,6,0
1536,8,1462,13,15
25350,1,6,0,0
4239,7,2412,20,1
8712,2,183,1,0
854662,1,49,0,0
10581,4,1279,6,0
160777,2,2487,1,0
116643,1,247,0,0
67530,1,387,0,0
83462,1,39,0,0
1366,6,356,15,0
90952,0,0,0,0
13001,1,612,0,0
51092,4,262,6,0
21406,3,235,2,1
92092,11,5022,46,9
66000,7,697,21,0
9976,2,2194,1,0
6019,2,4,1,0
3750,2,114,1,0
56980,7,1444,19,2
347862,5,2251,7,3
7472,9,404,35,1
55529,2,236,1,0
165904,9,583,31,5
1490,16,4756,98,22
340277,14,2814,77,14
140694,7,2179,15,6
57376,3,344,0,3
2306,2,46,1,0
8444,7,837,21,0
80167,2,66,1,0
161253,3,878,2,1
2160,8,269,24,4
1830,5,722,8,2
64847,7,413,21,0
135644,5,3220,7,3
170591,6,193,11,4
4317,6,106,15,0
100506584,1,136,0,0
74343,3,555,0,3
822207,1,104,0,0
89846,2,652,1,0
227298,8,128,28,0
6703,6,567,15,0
850506,1,1644,0,0
64240,5,853,9,1
6051,7,2977,17,4
129138,4,1606,6,0
115399,1,276,0,0
402665,13,974,78,0
357,7,3549,8,13
37916,4,319,3,3
343505,1,371,0,0
844304,2,284,0,1
19344,15,1870,100,5
1617,9,471,33,3
2331,7,1712,18,3
84691,3,654,3,0
3004,6,1391,14,1
328572,7,1778,11,10
6586,2,135,1,0
51239,5,4719,4,6
618164,1,309,0,0
7140,12,708,65,1
100125989,1,11,0,0
226407,6,388,15,0
144699,7,3080,15,6
233871,1,76,0,0
83943,1,339,0,0
6247,2,577,1,0
16195,2,443,0,1
852042,2,1990,1,0
7850,4,63,4,2
414927,8,936,26,2
856656,1,1644,0,0
6489,14,536,86,5
11040,21,3642,199,11
23228,4,1810,5,1
27130,9,1015,31,5
114905,1,490,0,0
57551,16,3329,112,8
850715,1,1644,0,0
6336,2,620,1,0
56718,3,155,3,0
22880,14,4401,85,6
90843,5,6242,8,2
55335,1,97,0,0
134860,2,69,1,0
286133,6,916,15,0
25946,6,3598,8,7
222643,8,1946,25,3
1472,17,1201,136,0
90025,6,496,15,0
388339,1,695,0,0
227446,1,521,0,0
11736,5,280,10,0
84892,13,3850,76,2
283807,4,1205,5,1
2938,13,3439,72,6
21847,1,1644,0,0
10660,1,78,0,0
79434,1,110,0,0
19376,3,1002,0,3
55282,1,70,0,0
203197,2,2249,1,0
417950,2,465,1,0
285025,2,302,1,0
25122,1,1644,0,0
81771,1,23,0,0
114836,4,389,4,2
25789,4,184,6,0
19165,1,25,0,0
23266,8,3105,27,1
3347,3,115,3,0
67068,15,1599,84,21
65134,1,70,0,0
856846,1,1644,0,0
56456,1,146,0,0
51661,22,2092,208,23
767558,1,42,0,0
56910,6,734,14,1
2939,5,53,8,2
54503,2,138,1,0
5638,6,2723,14,1
18393,7,269,14,7
203569,5,1389,4,6
17966,2,451,1,0
53349,6,3655,15,0
23247,6,1592,15,0
3440,7,335,16,5
3642,8,1307,25,3
9314,38,11913,591,112
2780,15,3033,95,10
1140,2,326,1,0
114112,4,140,0,6
55959,4,276,6,0
856799,4,582,6,0
55036,2,2170,1,0
51085,7,2912,19,2
91801,3,2690,3,0
3814,7,2243,20,1
92856,19,5455,144,27
100289635,1,253,0,0
10113,14,3344,88,3
26051,14,2294,86,5
66414,1,387,0,0
162494,4,717,5,1
853593,1,289,0,0
10039,10,4052,41,4
83657,2,2192,1,0
1768,3,786,3,0
392617,1,78,0,0
23585,4,390,6,0
157,14,3113,79,12
340441,2,50,1,0
228071,3,292,2,1
28620,4,505,4,2
27165,13,855,71,7
389058,1,47,0,0
56255,9,765,36,0
280658,2,92,1,0
54752,4,107,6,0
7773,7,1352,20,1
66525,1,289,0,0
441531,2,75,1,0
63923,4,241,6,0
155006,2,336,1,0
4687,7,1379,15,6
1490005,1,481,0,0
440193,11,3940,47,8
230376,10,755,27,18
25400,1,65,0,0
83605,14,1798,86,5
400793,7,820,21,0
326343,4,1101,4,2
83758,5,537,10,0
74195,1,387,0,0
2651,9,606,36,0
94120,4,385,6,0
100129118,2,526,1,0
9324,12,3341,60,6
168417,5,1151,8,2
29988,5,126,10,0
100526739,1,786,0,0
150678,17,6279,33,103
100009506,2,99,0,1
813466,4,784,1,5
513751,1,412,0,0
158427,18,4602,143,10
170958,2,859,0,1
19354,1,299,0,0
57216,14,3872,83,8
2940,5,2995,7,3
345557,1,127,0,0
855066,2,1485,0,1
286234,1,273,0,0
54638,2,86,0,1
20980,2,906,0,1
57732,7,1372,16,5
8645,3,2205,2,1
10881,3,2343,3,0
7258,4,1216,5,1
55151,5,2549,9,1
2540473,1,80,0,0
9313,1,16,0,0
89765,1,55,0,0
80329,6,28,12,3
57574,4,488,6,0
195814,10,129,17,28
378938,2,601,1,0
9758,2,366,1,0
79684,3,230,3,0
121268,15,2507,88,17
245934,2,122,1,0
139604,1,40,0,0
1325,7,37,20,1
6751,5,470,8,2
166785,1,23,0,0
7225,15,1180,72,33
3549,4,131,6,0
8643,5,327,10,0
84595,2,358,1,0
8847,1,92,0,0
55830,3,127,3,0
23457,1,3,0,0
101060521,9,308,8,28
7743,4,610,3,3
29880,10,369,39,6
267002,1,366,0,0
2677,20,1839,186,4
57214,2,257,1,0
57453,3,53,3,0
23011,11,5046,48,7
84918,7,750,21,0
163486,3,1758,3,0
12715,2,243,1,0
407840,1,65,0,0
84912,7,1879,20,1
64005,8,1444,27,1
72519,5,406,10,0
100526740,4,3530,5,1
95681,5,1637,7,3
140467,2,287,1,0
3204,6,1327,14,1
23060,13,5082,68,10
9677,10,640,44,1
160418,13,1021,76,2
1389,4,1982,6,0
442229,4,475,6,0
266777,1,4,0,0
50938,2,428,0,1
214384,1,108,0,0
51126,12,1185,61,5
29648,1,247,0,0
79033,8,390,28,0
9356,3,2373,2,1
283337,8,5802,22,6
10566,9,735,28,8
100506144,3,621,3,0
6575,5,2983,10,0
389816,1,17,0,0
55319,14,6346,80,11
115708,21,4210,191,19
83445,7,980,18,3
1382,8,1833,25,3
57827,2,147,1,0
84561,1,153,0,0
100141360,1,1225,0,0
852834,2,1922,0,1
80896,3,2471,3,0
11975,1,387,0,0
114711,3,286,2,1
283514,2,660,1,0
64859,22,6526,197,34
10194,2,169,1,0
23639,5,848,10,0
280660,3,66,3,0
54346,1,148,0,0
54254,2,652,1,0
827,3,330,2,1
7214,4,541,6,0
26235,9,1864,36,0
11270,12,1373,66,0
56154,3,784,3,0
55214,9,1346,32,4
643236,2,71,1,0
388122,7,4776,1,20
286207,1,381,0,0
17883,14,1800,85,6
145567,6,1425,14,1
134265,2,313,1,0
56413,1,138,0,0
1301,2,49,1,0
389840,4,1154,6,0
765,4,1129,6,0
9148,6,2458,13,2
90317,6,745,15,0
51301,4,67,3,3
9812,3,348,3,0
5956,6,433,14,1
285190,3,1376,2,1
9294,4,301,5,1
856859,3,229,1,2
170712,15,1513,58,47
10894,9,2376,19,17
57226,2,217,1,0
820707,1,262,0,0
7066,5,643,9,1
19211,12,560,65,1
6005,6,130,14,1
25570,2,672,0,1
1763,16,5777,104,16
22687,1,610,0,0
58805,5,1698,6,4
55789,7,1216,21,0
91894,3,2797,1,2
7166,15,4420,78,27
140469,3,2069,2,1
53405,12,2536,50,16
84681,3,3221,0,3
126208,7,3081,16,5
114876,14,1971,91,0
22377,1,136,0,0
353500,1,273,0,0
57821,2,892,1,0
53832,4,223,6,0
64344,3,1533,0,3
3077563,9,2370,33,3
253190,2,53,1,0
3042,2,38,1,0
2346,6,944,15,0
16007,15,630,105,0
80712,3,421,3,0
340578,2,696,0,1
72194,1,1644,0,0
342931,2,172,0,1
9489,6,328,13,2
6947,2,279,1,0
441519,3,579,2,1
374268,1,304,0,0
10630,2,61,1,0
7221,4,170,2,4
7762,4,1764,6,0
128272,5,571,5,5
8818,10,168,33,12
55657,2,440,1,0
6367,8,642,28,0
17991,1,387,0,0
854741,1,1644,0,0
850733,1,1644,0,0
146395,1,34,0,0
9786,7,2457,18,3
92797,6,840,9,6
51378,2,41,0,1
55783,1,34,0,0
2635,1,68,0,0
64864,3,149,3,0
11262,2,61,1,0
55942,1,1,0,0
152015,2,23,1,0
1774,4,170,5,1
17873,7,1749,14,7
51125,6,664,14,1
10233,2,137,1,0
8710,5,348,10,0
80757,5,424,9,1
124404,15,2813,58,47
500666,5,720,9,1
168002,5,750,9,1
84239,1,12,0,0
8388,1,267,0,0
64779,9,3191,32,4
55323,5,2894,8,2
7262,5,280,10,0
23601,17,683,134,2
387104,3,2098,3,0
80146,5,979,10,0
856610,1,1644,0,0
3624,17,342,99,37
677850,1,462,0,0
57449,6,724,14,1
57128,7,286,17,4
219833,5,2473,9,1
22327,10,633,33,12
64399,4,144,6,0
79089,5,843,10,0
56975,7,860,21,0
3823,2,21,0,1
23142,12,6003,39,27
221044,4,1447,5,1
345778,9,358,36,0
169270,2,277,1,0
729603,1,262,0,0
100361427,1,247,0,0
93183,9,2231,36,0
1850,3,515,2,1
92369,8,1087,19,9
133015,11,2141,51,4
54936,12,1147,65,1
56210,3,2098,0,3
67070,4,553,5,1
26017,6,2523,15,0
79644,2,19,1,0
852881,1,160,0,0
140706,4,1470,6,0
319,3,120,2,1
8705,5,529,10,0
100038725,15,1287,103,2
57507,3,330,2,1
15512,1,196,0,0
100500842,2,1629,1,0
254122,5,1007,9,1
5279,8,99,15,13
64429,9,2780,36,0
851994,1,57,0,0
128229,3,457,3,0
363,1,16,0,0
54920,4,723,6,0
25577,1,247,0,0
79642,4,1209,5,1
24503,1,247,0,0
644150,3,1290,3,0
653505,1,48,0,0
853482,1,19,0,0
414899,11,1496,49,6
729862,2,483,1,0
319101,17,3367,115,21
79087,2,326,1,0
18103,2,51,1,0
246243,8,3366,22,6
6856,4,532,5,1
161436,2,2362,1,0
26033,2,275,1,0
22190,5,1452,9,1
7559,7,1232,21,0
1421,3,133,0,3
26167,3,1228,2,1
853250,1,30,0,0
117277,2,470,0,1
100526693,11,1818,22,33
84270,5,165,10,0
836740,1,102,0,0
489509,1,1644,0,0
440603,7,2288,18,3
4995,1,197,0,0
9528,9,4697,30,6
67155,1,405,0,0
13649,2,645,1,0
6003,6,987,13,2
29929,7,719,20,1
7564,6,177,15,0
255743,2,152,1,0
285346,4,246,5,1
4135,6,801,12,3
3234,6,879,15,0
57604,4,366,6,0
22286,1,21,0,0
26049,3,597,3,0
84913,2,207,1,0
1577,3,49,3,0
15205,1,139,0,0
154214,2,266,1,0
79078,14,2611,84,7
63971,16,3222,103,17
19057,2,435,0,1
50685,1,247,0,0
79841,4,1534,3,3
89778,7,1027,21,0
11264,1,122,0,0
284618,9,1319,33,3
18983,2,47,1,0
79739,5,2952,9,1
24786,1,247,0,0
4148,9,1327,31,5
11096,2,24,1,0
24069,4,243,2,4
18039,1,387,0,0
84886,12,5556,60,6
11014,7,3204,19,2
80380,1,32,0,0
3822,4,107,4,2
100130892,10,5026,16,29
17494242,1,544,0,0
15370,2,101,1,0
256933,2,19,1,0
723961,2,327,0,1
55025,1,265,0,0
646938,2,424,1,0
55796,7,3321,19,2
417771,1,30,0,0
2703377,1,393,0,0
129642,2,526,1,0
27103,2,615,0,1
11045,1,13,0,0
67951,1,387,0,0
83397,8,1127,26,2
51531,4,253,6,0
50818,5,210,10,0
6362,7,2123,20,1
110033,5,161,10,0
80274,2,0,1,0
77805,2,29,1,0
57579,1,93,0,0
854518,1,31,0,0
349114,1,354,0,0
10149,1,274,0,0
855135,1,1644,0,0
9469,10,1946,23,22
181244,1,182,0,0
55246,15,5853,96,9
3503,4,1032,5,1
53869,10,1333,36,9
15516,4,933,6,0
4923,2,370,0,1
22990,2,185,1,0
81662,1,321,0,0
728622,2,748,0,1
2741,2,327,1,0
818660,1,30,0,0
76787,1,521,0,0
29841,2,18,1,0
338321,5,514,7,3
10512,4,475,5,1
10242,1,2129,0,0
56995,6,3949,8,7
3957,10,4376,33,12
124975,10,222,45,0
128876,1,99,0,0
539141,3,357,2,1
119369,3,328,3,0
6493,8,1819,22,6
92703,2,2194,0,1
59307,9,3263,27,9
124783,3,444,3,0
4498,1,10,0,0
80231,1,5,0,0
51077,9,4111,30,6
387778,4,271,6,0
54901,15,4510,96,9
1826,2,356,1,0
1044,5,816,10,0
22129,1,182,0,0
79142,7,706,21,0
5067,3,2458,2,1
12876,1,178,0,0
85476,14,3833,83,8
1109,7,714,19,2
80818,6,1524,12,3
286514,9,2280,35,1
84327,2,3114,0,1
28796,3,1075,2,1
10290,7,4697,17,4
100363620,1,247,0,0
5016,4,369,6,0
6779,6,429,15,0
2703364,1,393,0,0
8404,8,2798,26,2
57143,9,2955,36,0
29906,6,192,11,4
835698,1,262,0,0
91975,1,17,0,0
4921,13,6075,61,17
3782,5,3118,8,2
81822,3,395,3,0
286006,4,2177,5,1
79868,11,971,49,6
84769,3,108,3,0
5799,5,1608,9,1
23351,2,1295,1,0
284827,6,1606,12,3
852200,8,594,23,5
170062,3,2304,3,0
66894,5,1226,4,6
653602,1,265,0,0
8209,4,2313,6,0
11112,10,4631,35,10
838598,1,45,0,0
9836,11,3189,49,6
38961,1,923,0,0
284390,2,535,1,0
20586,1,254,0,0
8433,5,364,10,0
100008736,3,185,1,2
6579,4,219,4,2
387914,4,560,6,0
130813,3,129,3,0
55568,6,2777,15,0
66201,2,451,1,0
127540,3,2441,3,0
49860,11,685,55,0
119587,1,129,0,0
80224,4,1258,6,0
256471,5,340,10,0
33226,1,432,0,0
81606,6,491,15,0
26893,7,2386,0,21
851024,1,1644,0,0
439921,3,4188,2,1
4681,13,2268,72,6
22914,11,194,50,5
223626,7,493,21,0
