,id,role_0,role_1,role_2,role_3,role_4,role_5,role_6,role_7,role_8,role_9,role_10
0,1394,6090,198,5,3861,10,148,0,0,0,0,0
1,2778,16828,4757,14,6346,1400,930,144,74,0,3,0
2,6331,5310,1461,8,1916,182,63,0,5,0,0,0
3,17999,1,0,0,10,0,0,0,0,0,0,0
4,122704,10,0,0,0,0,0,0,0,0,0,0
5,54460,7728,5570,33,748,472,101,843,1121,55,34,243
6,2597,5769,30585,102,1441,12552,142,3478,2687,6,60,4
7,2911,14496,841,12,9424,51,486,114,15,34,0,1
8,4790,15737,24030,108,9218,10997,2577,1194,1502,13,99,7
9,79155,14,0,0,57,0,2,1,0,1,0,0
10,6146,12504,22292,254,2375,5601,327,3949,4299,187,326,151
11,101929876,71,8,0,63,0,8,16,0,7,0,0
12,109,4,0,0,0,0,0,0,0,0,0,0
13,27115,7,0,0,0,0,0,0,0,0,0,0
14,1390,11249,4449,20,9461,327,3126,0,31,1,0,0
15,84528,2250,4240,13,767,1442,46,36,158,0,0,0
16,324,7030,17838,44,1020,15028,191,17,490,10,0,0
17,10982,19663,2662,46,5727,100,1124,2336,20,19,8,0
18,26268,15,0,0,0,0,0,0,0,0,0,0
19,6500,89,0,0,57,0,3,9,0,2,0,0
20,3609,8803,30081,70,2336,25149,180,550,5878,22,20,1
21,3954,11,0,0,111,0,0,1,0,0,0,0
22,152485,5218,229,8,2168,0,65,187,6,52,0,5
23,57504,26,0,0,0,0,0,3,0,0,5,0
24,1537,39,0,0,4,0,2,7,0,0,0,0
25,55967,18,0,0,0,0,1,0,0,0,0,0
26,8452,3744,58933,64,1719,217892,278,300,10068,4,17,0
27,7278,15295,13558,83,4065,939,341,71,129,11,4,0
28,23392,6958,11658,31,873,3227,70,2,182,0,0,0
29,5687,144,93,1,46,0,5,21,0,0,0,0
30,72462,13992,4628,14,2869,316,3759,13,95,23,0,0
31,5573,25246,13363,74,21172,1459,1724,851,110,2,4,0
32,2355,26,0,0,0,0,2,0,0,0,0,0
33,29922,47,0,0,0,0,0,0,0,0,0,0
34,154796,9068,11078,10,12595,2896,218,9,167,0,0,0
35,7408,82,41,0,66,0,0,4,0,0,0,0
36,26039,26505,6859,48,38828,436,1762,485,53,30,3,0
37,6597,11797,19307,37,7407,10081,462,342,943,17,9,0
38,5347,201,0,0,21,0,4,6,0,0,0,0
39,3297,142,193,1,134,0,1,5,0,0,0,0
40,375056,29,0,0,0,0,0,0,0,0,0,0
41,64419,31097,158,10,587673,0,3189,1082,0,5,0,0
42,155871,17935,20684,168,6679,13275,941,746,1044,37,11,0
43,170575,15,6,0,119,0,1,0,0,0,0,0
44,57154,12877,24952,18,11161,21096,3104,120,1169,0,7,0
45,3309,414,1818,9,846,0,13,149,0,1,0,0
46,5501,310,1275,6,864,0,3,33,0,2,0,0
47,3189,11491,10244,88,11966,1000,1137,370,334,9,66,2
48,57162,61,0,0,31,0,1,1,0,0,0,0
49,7321,193,391,1,601,0,2,17,0,0,0,0
50,6498,80,85,1,188,0,2,13,0,0,0,0
51,7329,454,1443,5,853,0,24,66,0,0,0,0
52,84281,187,255,0,28,4,0,1,0,0,0,0
53,4654,12666,8699,10,16007,1497,697,298,233,0,2,0
54,5879,6668,11707,16,1101,10367,80,12,281,0,0,0
55,23568,26,0,0,58,0,0,0,0,0,0,0
56,4193,16215,33530,29,5474,31447,525,209,1758,1,37,0
57,24149,33,14,0,224,0,1,0,0,0,0,0
58,6631,266,920,5,729,0,0,141,0,0,0,0
59,9775,14967,28183,113,4882,24317,271,643,6836,9,6,3
60,8570,236,0,0,376,0,2,15,0,0,0,0
61,9757,73,66,0,215,0,1,3,0,0,0,0
62,155908,14096,18943,309,2205,7166,206,539,1046,19,54,0
63,5034,13236,16424,83,12546,2723,559,173,285,4,0,0
64,8559,241,39,0,174,0,0,137,0,0,0,0
65,56850,10883,4060,93,5681,628,480,5,34,1,4,0
66,84445,4097,11392,174,398,10884,11,307,342,5,16,0
67,253461,88,64,2,139,0,3,1,0,0,0,0
68,221,50,0,0,0,0,0,0,0,0,0,0
69,84735,5,11,0,534,0,3,0,0,0,0,0
70,261726,24889,3424,47,26346,147,1731,979,26,2,4,0
71,5537,7780,3677,83,2254,310,103,719,84,19,14,0
72,554223,7,9,0,527,0,3,1,0,0,0,0
73,79699,39,5,0,73,0,2,1,0,0,0,0
74,9869,165,209,0,367,0,3,12,0,0,0,0
75,121504,20521,16768,112,17768,3275,1231,1575,649,37,45,8
76,2100,292,290,3,435,0,5,32,0,1,0,0
77,6166,54,0,0,0,0,2,0,0,0,0,0
78,4942,7532,2898,61,647,206,40,2681,87,22,21,1
79,231,1196,1793,17,206,540,35,141,69,3,1,0
80,5071,680,2539,7,1189,0,9,131,0,2,0,0
81,6129,603,741,3,634,0,9,460,77,1,22,9
82,5300,417,547,3,936,0,10,42,0,0,0,0
83,81628,12702,5683,31,4845,1237,183,1,44,0,0,0
84,51755,257,52,0,209,0,0,154,0,0,0,0
85,6434,28529,14770,180,16652,2859,5534,2864,2734,164,268,117
86,1855,11481,4558,16,7416,558,455,12,56,0,0,0
87,8312,10229,6877,22,4641,795,254,1036,195,7,21,2
88,1410,128,61,0,618,0,7,6,0,0,0,0
89,84309,103,15,0,969,0,4,5,0,0,0,0
90,155030,6243,12198,25,484,5536,35,12,336,0,0,0
91,7175,298,184,0,490,0,13,20,0,0,0,0
92,10488,440,6093,0,21,12324,3,0,97,0,0,0
93,56475,517,1485,19,220,148,1,0,3,0,0,0
94,55630,24,0,0,0,0,0,0,0,0,0,0
95,27333,65,0,0,0,0,3,0,0,0,0,0
96,10534,199,237,1,197,0,9,4,0,0,0,0
97,10963,11464,8747,26,7011,3421,563,300,317,2,13,0
98,5978,4881,5632,22,2283,350,238,1,40,0,0,0
99,9662,8627,6856,51,4315,3985,128,44,315,0,7,0
100,85459,6817,886,33,3575,27,222,54,25,24,5,0
101,26173,85,0,0,41,0,4,3,0,0,0,0
102,5430,659,2823,19,921,0,14,158,137,1,4,0
103,192669,179,32,0,310,0,2,14,0,0,0,0
104,7846,683,2163,6,1115,0,17,361,202,4,13,7
105,4067,2973,14365,4,1988,10189,49,30,417,0,0,0
106,5329,2296,2950,14,174,1975,5,1,25,0,0,0
107,10206,48,0,0,186,0,1,1,0,0,0,0
108,396,12640,13164,37,5500,1843,328,78,237,3,3,0
109,23036,3851,247,1,4334,3,92,0,0,0,0,0
110,10577,6045,1280,9,1436,14,372,2,2,0,0,0
111,4864,3591,365,0,2555,7,44,79,5,0,0,0
112,56041,126,51,1,88,0,3,2,0,0,0,0
113,10160,7568,1891,50,7228,39,763,200,10,74,0,0
114,9045,8753,24191,76,1762,13650,99,854,5706,4,224,4
115,6141,683,688,1,795,0,23,508,0,6,0,0
116,2091,776,2293,18,1157,0,15,435,0,1,0,0
117,6229,495,154,0,755,0,15,244,0,2,0,0
118,6919,12526,16928,178,7224,3033,166,1058,237,11,12,1
119,386682,269,1351,8,300,0,0,29,0,0,0,0
120,79008,97,90,1,264,0,2,9,0,0,0,0
121,11218,27962,12414,46,34109,1933,4547,1960,1156,53,146,22
122,3934,2605,2303,8,229,619,2,0,13,0,2,0
123,79005,274,448,4,256,0,4,11,0,0,0,0
124,220004,126,0,0,563,0,5,2,0,0,0,0
125,9039,72,14,0,99,0,1,6,0,0,0,0
126,51506,21533,2059,38,25375,81,1188,605,72,34,13,3
127,10487,2183,4632,10,257,247,19,1100,44,2,2,1
128,10724,6005,6281,19,2840,159,164,1004,28,7,0,0
129,6622,477,1446,2,1116,0,13,41,0,0,0,0
130,68194,5,0,0,0,0,0,0,0,0,0,0
131,51619,146,53,0,17,0,1,0,0,0,0,0
132,51255,37,0,0,34,0,2,0,0,0,0,0
133,30011,402,132,0,392,0,2,30,0,0,0,0
134,10300,20,0,0,0,0,0,0,0,0,0,0
135,57520,4472,11594,17,736,14729,70,15,164,0,0,0
136,58525,156,115,0,311,0,0,4,0,0,0,0
137,6884,25876,2784,18,186456,12,3437,1407,61,65,40,61
138,6874,10558,5800,24,1833,398,265,381,188,3,51,19
139,55069,5472,363,1,1827,15,188,0,0,0,0,0
140,5311,5748,3327,5,446,214,48,1,8,0,0,0
141,5604,302,0,0,15,0,4,0,0,0,0,0
142,8837,24394,6230,42,31368,385,2505,324,140,4,11,8
143,7189,1114,7221,32,1598,0,21,218,253,3,2,0
144,23193,287,78,1,229,0,9,8,0,0,0,0
145,11007,5450,5669,68,919,3405,117,46,130,0,4,0
146,51207,39,14,1,213,0,2,0,0,0,0,0
147,4329,37,0,0,37,0,0,12,0,0,0,0
148,84264,24,0,0,13,0,1,0,0,0,0,0
149,550,134,55,0,115,0,4,2,0,0,0,0
150,55251,37,3,0,2,0,3,0,0,0,0,0
151,3320,7442,49294,18,3971,127133,112,1276,4753,4,48,6
152,91607,61,0,0,223,0,0,1,0,0,0,0
153,56086,4154,2403,11,1256,478,131,131,21,0,0,0
154,27107,2400,1660,25,799,14,69,0,2,0,0,0
155,4653,4078,2839,6,1100,221,32,11,19,0,0,0
156,3543,14,2,0,15,0,0,0,0,0,0,0
157,55914,4360,6047,17,1890,1315,73,30,71,0,0,0
158,4163,626,1342,6,1203,0,30,89,0,6,0,0
159,5558,96,4,0,29,0,4,1,0,0,0,0
160,7150,855,734,4,1585,0,27,353,77,6,5,3
161,29843,171,32,0,674,0,4,1,0,0,0,0
162,147923,45,6,0,169,0,2,4,0,0,0,0
163,3339,124,23,0,543,0,7,2,0,0,0,0
164,351,2406,94478,46,1491,1305039,43,484,11754,6,41,0
165,9688,360,249,3,666,0,11,27,0,0,0,0
166,55273,1761,479,8,3661,1,127,0,0,0,0,0
167,6477,12733,10080,40,9247,4229,2460,46,97,4,0,0
168,5932,147,154,1,507,0,4,12,0,0,0,0
169,23197,2581,9925,10,753,5125,51,19,219,0,0,0
170,79751,100,23,0,557,0,3,4,0,0,0,0
171,58,16020,17120,20,23623,6462,7305,170,410,0,11,0
172,84962,146,30,0,482,0,1,9,0,0,0,0
173,7453,160,83,0,1615,0,9,11,0,0,0,0
174,56474,6487,4754,28,3538,102,197,8,13,0,0,0
175,11140,792,1513,13,1963,0,18,158,0,1,0,0
176,57684,87,48,1,149,0,1,11,0,0,0,0
177,10801,206,97,0,1690,0,10,8,0,0,0,0
178,9217,209,0,0,192,0,4,8,0,0,0,0
179,283933,9005,0,0,44192,0,1700,435,0,67,0,1
180,337967,3252,6404,16,287,5244,17,650,480,1,94,1
181,5910,152,61,0,217,0,5,10,0,0,0,0
182,57826,18544,594,34,7982,4,2478,0,4,0,0,0
183,27292,595,524,7,2087,0,18,260,0,1,0,0
184,6132,15317,26838,284,8126,9832,448,3375,5548,43,431,44
185,4914,5223,93816,141,3168,570904,76,1531,16052,31,57,2
186,4292,449,243,0,768,0,10,29,0,0,0,0
187,5310,192,1773,1,199,163,3,8,23,0,0,0
188,87,483,331,0,1226,0,5,43,0,0,0,0
189,3172,252,203,1,898,0,7,39,0,0,0,0
190,96764,6535,1912,9,1427,101,95,4,7,0,0,0
191,4869,1170,7460,19,3959,0,30,1486,638,10,68,4
192,11316,2997,4870,8,1826,378,34,66,50,2,1,0
193,10420,53,5,0,447,0,6,1,0,0,0,0
194,56045,31,0,0,0,0,1,0,0,0,0,0
195,26097,5478,3680,72,2907,170,1764,311,46,73,17,1
196,347733,367,324,0,1815,0,10,43,0,0,0,0
197,23398,12566,7935,48,3267,887,221,2402,2584,87,578,145
198,2483,39081,1224,28,51760,7,8179,8610,186,1816,41,1106
199,10313,617,1043,7,434,221,3,107,19,0,0,0
200,6252,18,6,0,13,0,1,7,0,0,0,0
201,23476,240,150,0,288,0,7,17,0,0,0,0
202,1024,4709,8853,58,718,1973,38,543,616,26,34,28
203,5198,277,0,0,564,0,3,10,0,0,0,0
204,823,18439,7213,20,14859,1646,1098,193,102,32,2,0
205,1408,748,774,1,1238,0,30,80,0,3,3,0
206,3312,1487,6498,21,3530,0,57,847,749,10,32,10
207,55844,206,60,0,214,0,4,16,0,0,0,0
208,6829,9737,11733,79,3135,2557,104,392,293,0,18,0
209,20174,138,0,0,39,0,0,1,0,0,0,0
210,10467,14000,3706,18,28813,263,527,318,113,3,40,9
211,4004,291,423,7,295,0,9,15,0,0,0,0
212,127933,87,4,0,94,0,0,0,0,0,0,0
213,55366,6779,9041,44,1072,5637,77,40,125,0,0,0
214,23310,11381,4726,20,5673,259,691,46,36,2,3,0
215,23138,1034,614,7,470,76,9,3,1,0,0,0
216,23623,224,389,2,2180,0,9,10,0,0,0,0
217,5110,474,223,5,1141,0,12,22,0,0,0,0
218,7077,6722,1436,5,4422,70,3366,0,3,0,0,0
219,11052,693,476,1,1804,0,27,485,0,8,0,0
220,57819,685,255,1,502,0,14,519,125,4,58,48
221,8353,17965,16523,127,6343,7678,1141,821,862,38,6,3
222,6231,24020,12378,52,61494,1305,3075,3084,1188,88,549,97
223,10528,6832,17188,115,2133,7799,102,1919,2115,60,58,14
224,23521,15051,24355,110,10148,7040,2649,1716,5647,33,115,9
225,132625,10623,774,9,5793,6,900,334,7,43,1,0
226,6045,1880,11778,86,3311,0,51,836,0,7,22,0
227,4841,1031,1688,13,2557,0,42,170,0,1,0,0
228,79659,54,0,0,0,0,0,0,0,0,0,0
229,23385,463,277,0,1934,0,40,112,44,2,6,0
230,84898,1112,194,0,586,20,469,0,0,0,0,0
231,867,4422,20538,19,2012,10573,81,288,757,1,4,0
232,4690,442,969,0,349,0,7,54,0,0,0,0
233,9924,15681,24441,189,13784,16413,643,447,1795,15,18,0
234,6147,11248,22512,122,4025,7724,350,2118,5006,108,311,42
235,4343,1917,18375,35,2537,0,65,1281,520,59,41,1
236,120892,601,325,1,850,0,13,40,0,0,0,0
237,43736,2,0,0,0,0,0,0,0,0,0,0
238,9129,1020,1995,7,2305,0,46,774,0,48,0,0
239,149041,47,0,0,0,0,0,0,0,0,0,0
240,7327,172,25,0,266,0,4,4,0,0,0,0
241,1026,1095,1550,4,2303,0,21,165,0,1,0,0
242,1,37,0,0,0,0,1,0,0,0,0,0
243,79850,2,0,0,0,0,0,0,0,0,0,0
244,6520,294,133,0,1067,0,11,16,0,0,0,0
245,84129,3840,1557,5,2762,202,75,333,146,4,31,21
246,7284,22261,26591,90,32096,9898,2433,1761,4072,124,61,3
247,139341,47,13,0,170,0,3,0,0,0,0,0
248,9318,17126,7251,4,13979,2033,1358,66,242,0,17,0
249,3646,31818,12177,92,48216,2136,6122,3413,1096,135,96,147
250,6259,7615,4384,6,1274,754,230,2,36,0,0,0
251,5591,1273,2117,17,3123,0,41,315,0,1,0,0
252,230967,20,0,0,0,0,0,0,0,0,0,0
253,4750,79,11,0,353,0,1,1,0,0,0,0
254,66877,120,3,0,242,0,14,1,0,0,0,0
255,58509,3430,5236,18,1281,439,39,3080,2050,41,344,327
256,200879,3360,837,1,315,342,16,0,1,0,0,0
257,51148,5249,2121,34,2356,156,318,26,14,3,0,0
258,79172,3473,3491,4,383,393,41,617,143,0,1,0
259,64105,160,15,0,149,0,5,35,0,0,0,0
260,4188,4408,17054,26,1254,49844,35,50,353,0,0,0
261,7866,7348,1154,20,2908,18,122,25,6,4,1,0
262,29114,90,0,0,75,0,2,11,0,0,0,0
263,25932,3202,3873,17,1553,482,48,201,45,2,0,0
264,1717,718,134,3,946,0,41,220,0,2,0,0
265,293,1094,1825,9,2523,0,44,409,0,5,0,0
266,57596,191,71,0,1450,0,2,10,0,0,0,0
267,126868,53,28,1,164,0,1,1,0,0,0,0
268,6144,1138,1371,6,2151,0,33,1269,73,3,63,9
269,6122,1111,8769,19,2929,2227,42,1114,1350,8,37,2
270,6137,1306,1702,8,2217,0,47,1446,0,17,18,2
271,81876,5088,3791,27,2191,620,47,187,111,5,3,0
272,1432,7926,16228,35,6542,15495,814,103,529,4,15,0
273,2004,90,8,0,1161,0,4,4,0,0,0,0
274,51073,375,209,1,1031,0,10,114,33,0,1,9
275,51650,3186,1181,10,523,142,19,587,399,18,274,138
276,25824,215,139,6,1266,0,13,14,0,1,0,0
277,57532,341,477,1,764,0,4,19,0,0,0,0
278,7014,945,1129,2,598,0,27,36,0,0,0,0
279,203245,18,0,0,0,0,0,0,0,0,0,0
280,8503,349,2678,0,449,1722,5,21,45,0,0,0
281,54906,225,39,0,663,0,4,11,0,0,0,0
282,6118,10899,33127,161,5530,34489,294,1446,2159,35,227,4
283,5981,17944,5173,21,48114,574,2098,384,215,3,17,5
284,5042,15568,9005,62,12912,361,2336,3595,1211,468,65,251
285,255967,5535,162,2,1060,1,114,241,1,12,2,0
286,1739,266,325,4,1193,0,9,16,0,0,0,0
287,9229,405,934,1,250,62,1,174,18,0,3,1
288,84140,371,507,13,610,0,6,30,0,0,0,0
289,164127,198,75,8,320,0,1,0,0,0,0,0
290,5564,719,498,2,1378,0,25,43,0,1,0,0
291,286480,253,199,1,449,0,5,4,0,0,0,0
292,10664,354,123,0,2156,0,16,25,0,0,0,0
293,3146,464,292,0,1072,0,15,37,0,0,0,0
294,56254,11545,6361,45,9887,796,161,182,179,8,19,3
295,51322,148,0,0,1124,0,8,5,0,0,0,0
296,7514,5933,83889,99,3747,414912,152,926,7656,13,26,2
297,4733,404,2844,2,1260,215,9,18,24,0,0,0
298,51729,853,299,1,985,0,25,492,21,20,1,4
299,79228,743,185,5,591,0,35,444,0,29,0,0
300,79768,10419,1772,3,13177,186,246,16,5,2,0,0
301,10573,13388,3670,20,4030,736,134,805,965,30,21,163
302,6183,3264,1232,4,434,205,53,308,626,37,0,58
303,8428,418,243,1,836,0,11,28,0,0,0,0
304,11011,2766,1800,8,2346,53,34,18,5,7,0,0
305,1738,342,120,0,1073,0,13,28,0,1,0,0
306,2109,149,25,0,2410,0,14,8,0,0,0,0
307,11051,1193,1455,10,2594,0,38,709,0,18,9,19
308,3066,8294,22279,41,4165,19452,1662,657,1428,28,122,0
309,7153,1120,8159,13,2451,1922,37,179,272,4,2,1
310,22608,21876,3254,191,8811,253,2729,503,128,150,24,2
311,1660,11937,51581,235,7538,48805,372,3020,15561,194,212,15
312,388697,822,121,1,1412,0,58,206,0,11,0,0
313,81910,7172,11337,124,2071,5558,169,699,1053,15,15,1
314,53339,3545,794,3,1546,42,226,166,8,5,0,0
315,28964,324,62,1,634,0,6,11,0,0,0,0
316,156,5945,8141,17,2209,1165,93,231,329,12,22,1
317,8227,3623,1673,8,934,102,56,3,4,0,0,0
318,80321,6204,9763,46,1172,11954,87,46,148,1,0,0
319,23168,1957,505,0,2304,81,76,113,25,1,2,0
320,5330,84,27,0,175,0,1,2,0,0,0,0
321,23336,123,7,0,125,0,2,2,0,0,0,0
322,1837,8465,1824,8,2335,150,219,2,17,0,1,0
323,5571,23777,4144,16,85239,448,3787,459,28,1,0,0
324,347688,13653,1832,13,9860,265,1038,146,7,3,0,0
325,6676,30,0,0,0,0,0,0,0,0,0,0
326,503497,913,176,6,148,21,4,0,0,0,0,0
327,6390,5121,6690,39,1815,1144,701,358,125,2,2,0
328,5018,21262,3969,30,13977,214,2459,669,235,91,5,2
329,8237,585,412,1,1567,0,14,48,0,1,0,0
330,801,5535,24161,30,4309,40100,220,253,828,4,3,1
331,94180,12,0,0,210,0,1,0,0,0,0,0
332,5733,4456,4774,21,484,2029,75,6,27,0,0,0
333,80125,8787,6166,40,6207,2642,205,157,260,2,5,0
334,6160,9108,19670,114,5722,5347,327,2890,3680,77,350,69
335,6207,1549,4059,9,4095,0,52,1907,105,18,39,21
336,9261,11595,7088,32,15179,515,976,38,81,0,0,0
337,51465,164,16,0,180,0,2,4,0,0,0,0
338,10492,1914,5729,58,4046,0,79,1322,346,31,36,61
339,339344,227,36,1,530,0,12,71,15,2,1,0
340,79980,4221,2340,9,2590,237,106,116,46,4,2,1
341,6098,9896,1069,23,13879,3,489,1011,4,30,4,0
342,5781,5684,7526,25,5543,4607,157,116,349,1,19,0
343,4223,5368,18965,21,1677,74949,77,114,891,2,8,0
344,8675,34,47,1,419,0,0,5,0,0,0,0
345,23790,8869,6195,86,1669,2481,88,225,377,2,24,1
346,154810,1523,1835,6,436,56,15,583,75,8,35,13
347,6310,2867,10690,12,371,13785,11,22,193,0,0,0
348,440,406,157,0,1176,0,8,22,0,0,0,0
349,5184,7653,1435,8,1598,169,148,76,51,5,0,3
350,6195,7561,6671,58,3941,1965,153,221,172,3,12,0
351,10073,147,41,0,774,0,19,5,0,1,0,0
352,8022,5344,2345,27,1473,653,155,4,17,0,0,0
353,83543,68,2,0,18,0,0,0,0,0,0,0
354,27153,57,6,0,121,0,1,1,0,0,0,0
355,171483,4149,4280,7,1074,2479,83,8,27,0,0,0
356,51019,225,119,0,158,0,6,4,0,0,0,0
357,200081,753,849,4,1577,0,11,49,0,0,0,0
358,6143,1488,1562,7,2707,0,55,1492,108,9,51,25
359,8886,7422,11118,71,5531,1867,387,2282,1579,148,181,23
360,9099,735,1142,6,2272,0,18,54,0,0,0,0
361,83878,671,921,4,236,0,9,35,0,0,0,0
362,155945,17988,4388,17,19215,482,769,821,79,28,5,0
363,7037,4885,9413,37,8620,1197,82,33,78,1,0,0
364,8945,5600,21838,12,4189,16726,102,339,1126,16,42,0
365,2175,3285,4550,24,990,628,43,522,198,7,27,7
366,26121,1243,12122,23,3061,6945,48,693,2395,51,25,3
367,7379,1682,425,6,162,36,5,0,2,0,0,0
368,8600,1981,2731,6,256,288,5,0,7,0,0,0
369,6813,153,49,0,197,0,6,4,0,2,0,0
370,6844,307,260,0,645,0,6,15,0,0,0,0
371,663,129,26,0,332,0,2,0,0,0,0,0
372,10613,2767,2008,4,1534,315,46,157,26,0,1,0
373,4627,1449,3758,14,4603,0,53,400,0,5,0,0
374,5756,7684,3113,162,5671,306,431,235,62,55,11,0
375,5216,658,202,1,1657,0,19,35,0,1,0,0
376,54557,350,632,0,185,0,3,4,0,0,0,0
377,55027,176,37,1,67,0,6,0,0,0,0,0
378,80279,422,141,3,461,0,12,10,0,0,0,0
379,23376,175,33,0,829,0,4,2,0,0,0,0
380,661,127,76,0,1022,0,6,3,0,0,0,0
381,246184,5838,393,8,1346,34,105,76,7,5,23,5
382,51434,336,114,0,920,0,13,21,12,0,2,2
383,1208,218,0,0,24,0,5,1,0,1,0,1
384,5406,621,420,0,112,0,4,71,9,0,0,10
385,4691,11230,44485,130,18411,26312,525,2380,8341,63,293,34
386,7307,1591,2998,15,2431,0,56,1391,95,34,65,55
387,128553,102,13,1,163,0,2,0,0,0,0,0
388,84248,345,94,1,532,0,18,14,0,1,0,0
389,579,11316,433,1,40586,2,1470,664,5,10,2,5
390,7091,3143,1926,8,1153,62,63,21,16,3,3,2
391,4694,2354,716,3,933,4,32,570,127,26,19,318
392,4710,164,9,0,23,0,3,26,0,0,1,15
393,2296,6037,2779,31,1392,357,118,17,36,1,0,0
394,57459,8086,4653,21,5966,700,430,999,217,29,103,11
395,57418,13323,9663,4,11315,734,3158,1657,1476,54,4,46
396,55294,957,537,3,588,0,17,63,66,5,1,0
397,29079,13862,19868,96,12202,17226,508,521,1169,27,39,4
398,975,12689,12936,106,6757,5021,883,719,968,28,69,16
399,6155,1318,839,4,2378,0,48,1229,0,11,37,7
400,4141,12916,7740,33,22342,541,773,277,144,5,0,1
401,7030,478,252,2,1438,0,13,13,0,1,0,0
402,7917,1137,1598,3,1473,0,23,72,0,0,0,0
403,84292,1138,645,2,780,0,18,231,113,11,0,41
404,64949,4788,4690,28,1286,689,41,398,1005,4,102,35
405,55720,1018,522,1,1499,0,47,116,0,5,0,0
406,2118,109,28,0,1474,0,6,7,0,0,0,0
407,4811,5148,453,9,3346,18,104,33,3,4,0,0
408,60490,3141,1196,11,2640,80,32,76,5,0,2,0
409,705,937,2007,25,3368,0,52,112,0,3,0,0
410,8548,383,345,0,1074,0,5,33,0,0,0,0
411,79843,3134,3151,60,1280,322,66,353,43,9,4,1
412,5350,89,81,2,182,0,0,3,0,0,0,0
413,203562,143,186,0,22,0,2,0,0,0,0,0
414,5469,657,466,4,1053,0,16,127,0,1,8,3
415,10014,9278,30924,105,4814,15143,189,688,1703,10,19,1
416,99100,409,154,2,276,0,11,2,0,0,0,0
417,9886,80,0,0,529,0,2,1,0,0,0,0
418,68734,92,5,0,13,0,4,1,0,0,0,0
419,988,10866,16821,61,6803,10818,195,800,3537,14,75,40
420,138046,7418,3678,22,4075,260,180,37,36,12,0,0
421,1993,5945,1160,3,4374,52,1066,32,6,12,0,0
422,3881,1131,4371,27,1501,0,12,143,0,1,0,0
423,5694,642,102,0,503,0,7,54,0,0,0,0
424,10055,398,215,0,2262,0,15,32,0,0,0,0
425,7533,14349,22214,93,9304,13475,440,1087,1272,15,52,1
426,5062,942,1079,10,2692,0,33,86,0,3,0,0
427,79902,333,68,0,997,0,7,26,0,0,0,0
428,9972,686,423,0,2000,0,7,100,0,1,0,0
429,9948,646,473,8,1432,0,13,41,0,1,0,0
430,8761,1465,879,22,3738,0,65,212,0,7,0,0
431,1875,142,5,0,829,0,4,5,0,0,0,0
432,10672,4039,2627,14,1752,456,57,449,71,7,7,1
433,7046,2931,9887,6,1329,15504,29,103,297,3,3,0
434,56455,163,109,0,243,0,3,10,0,0,0,0
435,140710,4350,1750,7,2375,49,84,9,4,0,0,0
436,132141,5944,315,5,830,26,62,0,1,0,0,0
437,2052,128,11,0,103,0,0,0,0,0,0,0
438,1457,7345,44971,75,8117,55060,181,1663,1737,27,0,0
439,10772,1388,508,1,2071,0,75,364,0,21,0,0
440,81833,94,23,0,42,0,1,1,0,0,0,0
441,5337,11291,2857,10,27564,313,963,14,23,0,0,0
442,64375,2970,1005,5,622,79,30,7,16,1,1,0
443,131,78,0,0,29,0,0,0,0,0,0,0
444,224,403,240,0,913,0,14,16,0,1,0,0
445,9136,267,74,0,698,0,9,10,0,0,0,0
446,55272,225,11,0,274,0,4,0,0,0,0,0
447,286753,76,75,0,376,0,0,0,0,0,0,0
448,25945,118,41,0,172,0,2,6,0,0,0,0
449,56288,23856,6617,41,28524,669,690,526,113,12,1,0
450,3183,2246,4630,11,4577,0,61,1730,250,26,36,36
451,9863,147,12,0,174,0,14,2,0,0,0,0
452,84630,53,0,0,7,0,0,0,0,0,0,0
453,4695,5991,3270,20,4127,1346,114,162,461,2,44,15
454,4707,139,459,0,1099,4,6,54,3,0,0,14
455,26227,1132,760,0,4551,0,25,113,0,0,0,0
456,2885,3303,33856,64,5942,0,103,1471,504,21,6,0
457,8451,19774,27706,29,84631,16679,2152,877,1987,24,0,0
458,9169,274,68,0,695,0,2,13,0,0,0,0
459,6602,941,1353,10,2185,0,16,150,0,5,0,0
460,64599,372,30,0,891,0,11,8,0,0,0,0
461,6772,1209,1610,1,2542,0,20,174,0,0,0,0
462,7852,5703,4493,15,2048,149,157,13,25,3,0,0
463,10236,9586,18039,78,6210,7288,1502,1127,2024,58,43,51
464,1398,1568,4131,10,3074,0,34,299,0,0,0,1
465,166,1250,3909,28,1536,0,22,169,0,0,0,0
466,54915,521,289,0,2002,0,6,14,0,0,0,0
467,221150,7625,1738,2,7027,161,292,102,32,0,6,1
468,64210,11013,8289,43,6171,4649,295,75,147,1,3,0
469,64428,57,3,0,1159,0,2,2,0,0,0,0
470,50875,7099,4776,149,2057,1073,106,660,160,17,70,1
471,85464,267,65,1,1051,0,5,8,0,3,0,0
472,54487,18606,2639,18,18769,204,5152,205,27,32,0,0
473,9987,1293,922,13,2722,0,71,339,74,2,20,1
474,57082,3624,1665,4,1492,121,25,263,81,3,18,5
475,5478,22460,11751,37,374929,1370,2815,90,124,1,0,0
476,79800,22176,221,11,51977,0,5498,2,0,0,0,0
477,1994,4336,89181,222,5823,368240,145,2289,3516,25,123,14
478,6175,7734,21658,103,6529,8715,275,2224,3877,25,182,26
479,51362,5322,6864,33,2409,877,119,1445,2043,20,476,80
