,id,role_0,role_1,role_2,role_3,role_4,role_5,role_6,role_7,role_8,role_9,role_10
7925,8733,238,46,1,385,0,0,7,0,0,0,1
7926,30834,641,384,0,248,44,14,3,0,0,0,0
7927,149428,267,26,0,193,0,3,2,0,0,0,0
7928,84173,36,2,0,35,0,0,0,0,0,0,0
7929,151516,424,37,0,1427,0,17,2,0,0,0,0
7930,5144,1490,1314,47,3076,158,32,44,2,3,0,0
7931,10330,294,138,0,2443,1,2,2,0,0,0,0
7932,22877,184,3,0,383,0,3,0,0,0,0,0
7933,93649,433,31,0,691,0,8,7,0,0,0,0
7934,1375,196,102,2,83,11,3,11,3,0,0,1
7935,6785,138,18,1,57,1,2,16,0,1,0,0
7936,3083,105,3,0,119,0,1,0,0,0,0,0
7937,55655,1073,367,2,2291,17,46,36,0,2,0,0
7938,66037,1104,1236,13,577,288,13,26,20,0,0,0
7939,100009298,1294,2077,4,444,2254,13,2,1,0,0,0
7940,84240,168,12,0,188,0,4,0,0,0,0,0
7941,67665,294,5,0,240,0,8,11,2,3,0,1
7942,3821,262,354,5,297,172,3,5,4,1,0,0
7943,27302,151,33,0,168,1,0,1,0,0,0,0
7944,56469,230,93,0,127,3,1,1,0,0,0,0
7945,4704,2229,3095,11,4495,535,67,542,578,6,24,112
7946,1277,752,638,3,1539,149,10,23,7,0,0,0
7947,6876,1710,2683,8,1591,304,35,144,75,12,3,4
7948,5422,1863,2369,4,4270,128,31,394,109,5,36,13
7949,9182,990,274,0,1784,11,13,36,11,2,0,0
7950,51074,856,390,8,2066,39,23,16,0,0,0,0
7951,17279,409,8,0,2126,0,6,2,0,0,0,0
7952,23510,292,19,0,524,0,11,2,0,0,0,0
7953,10084,1938,1644,7,4556,151,66,155,30,6,7,1
7954,10907,939,502,3,757,82,58,7,2,2,0,0
7955,55671,2560,1700,14,1545,234,50,55,17,1,3,0
7956,529,1713,1921,4,2460,446,31,63,20,3,0,0
7957,56436,273,1,0,1581,0,11,9,0,0,0,0
7958,55632,44,3,0,427,0,0,1,0,0,0,0
7959,7940,9,0,0,0,0,1,0,0,0,0,0
7960,5270,382,91,0,353,3,11,8,0,0,0,0
7961,4321,36,8,0,1519,0,3,1,0,0,0,0
7962,58538,33,0,0,30,0,4,5,0,0,0,0
7963,64398,719,520,3,659,115,14,413,55,3,21,11
7964,7507,1024,429,1,2799,16,33,24,1,2,0,0
7965,9044,695,211,6,1647,0,25,7,0,0,0,0
7966,202333,340,11,0,188,0,6,0,0,0,0,0
7967,84617,3628,2739,33,4822,307,74,93,9,2,0,0
7968,126353,1760,3543,54,2329,766,27,132,60,22,9,1
7969,92140,1643,1557,14,4057,49,24,25,4,0,0,0
7970,2987,358,70,9,453,1,15,0,0,0,0,0
7971,51517,2207,3785,22,2587,562,25,224,34,0,1,0
7972,26024,1257,509,7,2420,10,64,76,3,0,0,0
7973,23313,448,32,1,2060,0,11,8,0,0,0,0
7974,21429,1,1,0,219,0,1,0,0,0,0,0
7975,80789,1238,1105,1,1223,168,33,98,74,0,7,0
7976,7088,3177,5893,18,4072,2079,65,155,83,2,1,0
7977,89882,150,26,0,1892,0,9,8,2,0,0,0
7978,89780,316,49,1,343,0,3,5,0,0,0,0
7979,116224,531,42,0,1660,0,4,24,0,0,0,0
7980,7447,1374,609,11,600,95,34,2,8,0,0,0
7981,22807,483,56,1,1208,0,9,26,0,1,0,0
7982,91694,2339,6990,9,3226,1498,23,84,103,0,2,0
7983,80168,20,1,0,11,0,0,0,0,0,0,0
7984,283458,442,166,0,494,0,8,0,0,0,0,0
7985,113115,263,25,0,1307,0,6,2,0,0,0,0
7986,53323,462,73,1,384,0,11,2,0,0,0,0
7987,7188,1997,2458,7,3337,546,30,88,28,1,0,0
7988,9884,184,0,0,32,0,0,0,0,0,0,0
7989,24598,170,3,0,685,0,2,2,0,0,0,0
7990,80724,613,328,2,1577,12,16,128,10,1,1,4
7991,2264,610,293,14,416,74,4,0,0,0,0,0
7992,6792,536,135,0,864,2,7,3,0,0,0,0
7993,152206,1532,860,7,1529,67,10,92,11,0,3,0
7994,5822,1043,140,0,2153,0,18,23,6,0,0,0
7995,90293,784,259,3,4658,0,15,56,0,0,0,0
7996,55958,1379,598,4,1376,3,21,62,3,0,3,0
7997,727897,192,13,0,1329,0,2,0,0,0,0,0
7998,3346,56,3,0,61,0,3,0,0,0,0,0
7999,125170,336,90,3,316,3,4,1,0,0,0,0
8000,2561,548,217,7,960,19,6,12,1,3,0,0
8001,1643,2352,1168,7,3173,4,42,134,0,3,0,0
8002,57016,449,73,1,986,0,10,5,0,0,0,0
8003,94235,161,5,0,75,0,3,68,0,0,0,5
8004,26470,79,13,0,910,0,4,0,0,0,0,0
8005,57560,73,3,0,54,0,1,2,0,0,0,0
8006,84095,303,13,0,1541,0,2,11,0,0,0,0
8007,9797,256,0,0,66,0,5,0,0,0,0,0
8008,3756,188,31,0,581,2,1,1,0,0,0,0
8009,55893,281,2,0,497,0,6,1,0,0,0,0
8010,55810,1403,1613,14,2873,214,37,52,2,3,0,0
8011,388774,56,1,0,104,0,1,0,0,0,0,0
8012,317772,1271,379,2,4552,16,41,41,1,0,0,0
8013,23224,1788,1817,3,4065,120,43,24,1,1,0,0
8014,8631,2828,5427,21,3866,3518,48,41,50,1,1,0
8015,522,2622,2233,6,1753,454,81,61,71,9,5,4
8016,1984,2035,830,6,5535,52,49,74,9,0,1,2
8017,7310,91,2,0,28,0,3,1,0,0,0,0
8018,387849,10,1,0,1,0,0,0,0,0,0,0
8019,155459,1937,639,2,4288,20,26,83,1,2,0,0
8020,8664,12784,20073,232,9178,2225,681,6743,1750,387,377,348
8021,199692,63,0,0,238,0,1,0,0,0,0,0
8022,533,222,32,0,342,0,7,1,0,0,0,0
8023,8800,24,2,0,45,0,0,0,0,0,0,0
8024,51024,536,129,0,1319,1,14,11,1,0,0,0
8025,186,277,47,0,290,0,0,1,0,0,0,0
8026,9360,1246,368,1,1525,16,27,43,0,0,0,0
8027,21402,800,258,0,1736,15,24,8,0,1,0,0
8028,22992,1765,1200,3,2421,125,25,141,8,1,1,0
8029,53904,167,7,0,604,0,7,0,0,0,0,0
8030,9913,616,125,2,1318,0,23,75,3,5,0,1
8031,54997,80,1,0,8,0,1,0,0,0,0,0
8032,55341,527,177,0,734,16,13,3,0,0,0,0
8033,64784,821,861,0,985,56,15,4,2,0,0,0
8034,55005,110,27,0,106,0,1,0,0,0,0,0
8035,158297,1160,875,3,1151,117,12,1,1,0,0,0
8036,8446,709,58,0,910,0,85,2,0,3,0,0
8037,216,462,651,24,426,227,6,31,34,6,2,0
8038,7301,902,272,0,3157,0,22,13,0,2,0,0
8039,55152,472,71,0,1457,0,10,3,0,2,0,0
8040,8331,644,24,0,1685,0,18,10,0,0,0,0
8041,6717,913,248,1,1868,0,11,14,0,0,0,0
8042,3594,283,59,0,127,2,6,2,0,0,0,0
8043,235626,163,39,0,55,3,9,0,0,0,0,0
8044,261734,1050,422,1,1374,10,21,33,0,0,0,0
8045,388633,309,215,3,125,0,2,3,0,0,0,0
8046,403313,201,193,2,458,2,1,2,1,0,0,0
8047,253012,463,331,1,239,104,12,4,0,0,0,0
8048,899,312,28,0,295,0,5,1,0,0,0,0
8049,199223,92,0,0,65,0,0,0,0,0,0,0
8050,10476,1109,557,3,1405,24,39,78,2,3,3,0
8051,89884,997,935,0,445,0,16,12,31,3,0,0
8052,9918,1782,1153,5,2673,80,21,58,19,2,3,0
8053,17698,429,104,0,157,6,21,0,0,0,0,0
8054,56963,262,76,0,528,0,2,3,0,0,0,0
8055,10628,810,137,0,1709,1,12,14,0,0,0,0
8056,124801,1161,178,0,3676,0,25,40,0,0,0,0
8057,1509,1678,1004,3,2987,143,27,31,8,2,0,0
8058,56001,354,18,0,1178,0,8,1,0,1,0,0
8059,9905,1265,380,7,1355,18,19,4,0,0,0,0
8060,54857,70,3,0,50,0,4,0,0,0,0,0
8061,19047,10,0,0,376,0,0,0,0,0,0,0
8062,131076,332,18,0,824,0,7,5,0,0,0,0
8063,8880,6420,12114,90,7188,2900,370,529,380,20,20,3
8064,50848,602,483,2,1174,44,6,4,1,0,0,0
8065,18412,276,18,0,425,0,2,0,0,0,0,0
8066,388407,573,138,0,666,5,11,3,0,0,0,0
8067,10298,1260,523,3,4725,3,28,65,0,1,0,0
8068,2263,637,313,14,1110,61,9,21,0,0,0,0
8069,67561,767,165,1,808,0,12,7,0,15,0,0
8070,23595,1377,1303,9,3736,147,14,199,64,3,19,4
8071,51495,1576,1079,3,4481,79,35,28,14,0,0,0
8072,81888,446,87,0,407,1,9,0,0,0,0,0
8073,1294,430,117,1,377,5,14,3,0,0,0,0
8074,116843,52,0,0,180,0,0,0,0,0,0,0
8075,5379,90,8,0,20,0,1,0,0,0,0,0
8076,10409,1721,3013,41,4044,327,27,70,20,8,0,0
8077,1046,156,0,0,34,0,1,0,0,0,0,0
8078,81932,313,24,0,344,0,2,0,0,0,0,0
8079,8038,847,340,2,1602,1,33,45,0,1,0,0
8080,1728,1171,115,3,2713,0,28,27,0,0,0,0
8081,168850,220,11,0,794,0,2,0,0,0,0,0
8082,55015,454,19,0,1340,0,13,1,0,0,0,0
8083,221960,106,0,0,577,0,3,0,0,0,0,0
8084,6029,235,0,0,296,0,2,11,0,1,0,0
8085,6747,2206,1550,6,2617,189,57,239,49,4,7,1
8086,80790,177,8,0,571,0,6,1,0,0,0,0
8087,25842,2408,2080,50,1559,611,31,209,169,10,37,4
8088,5927,980,208,2,2913,8,25,40,1,1,0,0
8089,7422,759,281,0,1576,62,6,20,4,0,0,0
8090,3645,113,0,0,178,0,2,59,0,0,0,0
8091,5935,1924,387,3,6021,0,60,152,6,3,2,0
8092,3670,599,104,0,2313,0,11,32,2,0,1,0
8093,2710,388,158,0,232,0,3,4,0,0,0,0
8094,1282,328,87,1,655,10,9,4,0,0,0,0
8095,63978,1910,2558,12,2228,515,31,37,15,0,0,0
8096,438,176,64,6,160,1,9,42,10,4,0,2
8097,10857,1609,702,4,2152,32,41,34,1,0,0,0
8098,990,1813,740,3,2918,31,35,191,23,5,1,3
8099,9649,411,197,0,1033,6,3,0,0,0,0,0
8100,2664,2756,3936,25,3304,690,43,197,67,1,4,0
8101,64718,588,164,1,1360,0,12,8,0,2,0,0
8102,58515,36,0,0,108,0,2,0,0,0,0,0
8103,64795,472,256,0,3037,20,11,53,13,0,0,0
8104,9658,499,93,0,721,1,11,77,12,1,0,0
8105,123355,218,4,0,138,0,2,0,0,0,0,0
8106,84179,0,0,0,31,0,0,0,0,0,0,0
8107,124944,702,133,1,646,0,13,9,0,2,0,0
8108,256329,488,68,1,1004,0,27,2,0,0,0,0
8109,406836,32,0,0,45,0,0,0,0,0,0,0
8110,387332,172,22,0,227,0,4,3,0,0,0,0
8111,57482,576,811,2,1196,1,20,4,0,0,0,0
8112,10135,1434,1180,5,3294,63,51,27,8,0,0,0
8113,4535,1224,1026,3,1056,88,20,536,180,19,49,103
8114,389541,258,45,0,149,0,5,25,2,0,0,1
8115,79075,232,26,0,145,0,5,1,0,0,0,0
8116,949,703,271,2,2416,2,21,21,1,1,0,0
8117,348013,78,3,0,50,0,0,1,0,1,0,0
8118,89782,36,0,0,53,0,0,0,0,0,0,0
8119,2542393,103,1,0,286,0,1,0,0,0,0,0
8120,84085,489,55,0,831,0,10,1,0,0,0,0
8121,654,139,11,0,91,0,7,0,0,0,0,0
8122,10849,1207,248,1,1336,0,30,106,6,0,5,0
8123,5148,333,136,40,953,0,5,4,0,0,0,0
8124,4289,505,120,0,1543,0,5,16,0,0,0,0
8125,93973,546,141,0,362,8,9,59,0,0,0,1
8126,851811,44,2,0,13,0,0,0,0,0,0,0
8127,55296,177,27,0,180,1,3,0,0,0,0,0
8128,80709,91,2,0,88,0,3,0,0,0,0,0
8129,284418,186,14,0,1120,0,6,0,0,0,0,0
8130,84520,221,15,1,145,0,8,14,0,0,0,0
8131,51438,489,134,0,651,5,12,1,1,1,0,0
8132,4046,309,51,0,210,6,4,0,0,0,0,0
8133,128344,188,32,0,181,0,13,2,0,0,0,0
8134,3133,763,1270,10,350,950,3,42,80,1,8,2
8135,3764,241,97,0,154,0,2,5,2,0,2,0
8136,5149,186,74,42,698,0,5,0,0,0,0,0
8137,677,475,28,0,1346,0,7,6,0,2,0,0
8138,6794,1920,2444,4,4262,618,26,88,5,0,0,0
8139,51719,939,450,2,1446,25,16,14,2,0,0,0
8140,6760,1518,1022,1,3625,113,48,154,12,4,1,0
8141,83855,954,358,3,1023,33,22,2,0,0,0,0
8142,25814,1455,425,5,2231,0,36,19,0,1,0,0
8143,53354,189,3,0,994,0,2,0,0,1,0,0
8144,1539,37,0,0,102,0,0,0,0,0,0,0
8145,219927,2339,1631,11,1463,17,35,1644,164,51,63,420
8146,58513,669,421,1,3460,57,21,22,2,1,0,0
8147,23178,1188,1592,4,2102,304,18,14,2,0,0,0
8148,4037,20,0,0,47,0,0,0,0,0,0,0
8149,55794,810,183,2,1925,0,62,31,0,2,0,0
8150,340204,109,16,0,36,0,0,0,0,0,0,0
8151,55270,64,7,0,153,0,1,0,0,0,0,0
8152,79365,1010,232,1,1594,0,13,29,0,0,0,0
8153,359787,252,21,0,282,0,6,0,0,0,0,0
8154,85289,1069,422,36,1729,26,25,405,41,43,24,16
8155,7163,1446,944,5,1545,100,41,61,8,0,3,0
8156,4752,191,9,0,110,0,5,0,0,0,0,0
8157,2954,540,59,0,808,1,11,4,0,0,0,0
8158,25894,1181,1227,3,1629,51,22,23,1,0,0,0
8159,9274,669,165,1,2276,0,6,62,0,6,0,0
8160,11311,634,265,1,1433,21,5,8,0,0,0,0
8161,2861,630,49,0,894,0,15,5,0,0,0,0
8162,3399,1317,612,9,2339,0,17,33,0,0,0,0
8163,3125,414,89,3,528,5,14,9,0,0,0,0
8164,10505,132,19,0,173,0,1,2,0,0,0,0
8165,4515,156,4,0,3045,0,5,2,0,0,0,0
8166,55795,1040,473,2,3695,32,16,40,4,0,0,0
8167,6299,483,215,6,1747,3,12,10,0,1,0,0
8168,852314,138,0,0,951,0,1,0,0,0,0,0
8169,144983,1016,147,0,2332,0,27,26,0,0,0,0
8170,157922,686,262,2,1407,8,15,36,0,2,0,0
8171,189,788,533,7,2388,24,17,22,1,0,0,0
8172,66914,677,187,2,342,0,67,2,0,0,0,0
8173,56667,395,41,0,438,0,11,0,0,0,0,0
8174,51234,270,7,0,224,1,6,48,2,0,3,1
8175,5340,1547,1469,2,2458,321,29,37,7,1,0,0
8176,9646,2108,2711,4,3582,685,55,180,65,8,1,0
8177,54946,208,44,0,1393,0,5,1,0,0,0,0
8178,29968,1766,2366,5,6512,210,29,59,15,0,0,0
8179,2173,217,21,0,354,0,16,11,0,1,0,0
8180,84337,245,21,0,475,0,3,0,0,0,0,0
8181,401898,366,18,0,1234,0,13,10,0,1,0,0
8182,51611,672,17,0,354,0,20,2,0,0,0,0
8183,25822,474,118,0,347,7,7,7,2,0,0,0
8184,10525,2345,2027,8,5036,331,48,104,29,2,1,0
8185,9162,222,33,0,528,0,4,17,1,15,0,4
8186,84978,440,65,0,870,0,9,3,0,0,0,0
8187,4814,171,6,0,802,0,2,0,0,0,0,0
8188,12236,963,835,3,331,104,12,124,45,18,6,1
8189,13427,140,5,0,51,0,0,7,0,1,0,0
8190,1783,2637,511,2,3070,57,58,307,17,2,9,2
8191,66440,1232,966,2,588,201,11,30,46,7,0,1
8192,147339,609,140,1,1393,1,8,5,0,0,0,0
8193,3162,662,138,1,2610,3,7,7,0,0,0,0
8194,84231,551,174,1,545,15,12,5,0,0,0,0
8195,5837,513,102,0,457,10,9,5,2,0,0,0
8196,10240,2896,4841,19,4561,358,83,1576,598,16,128,255
8197,146050,178,4,0,53,0,8,1,0,1,0,0
8198,154007,2040,90,0,1992,2,156,163,3,7,5,4
8199,79622,2770,904,13,3238,17,178,490,36,38,7,21
8200,1757,393,254,4,594,3,2,32,6,3,1,0
8201,80025,445,193,3,1017,9,21,29,7,4,0,0
8202,10195,234,25,0,241,0,5,0,0,0,0,0
8203,57565,90,8,0,72,0,0,2,0,0,0,0
8204,421,169,11,0,628,0,4,2,0,0,0,0
8205,23504,71,0,0,85,0,2,0,0,0,0,0
8206,115572,1384,3090,14,1571,725,20,60,43,1,0,0
8207,56929,305,38,0,1282,0,11,1,0,0,0,0
8208,966,1289,1432,22,1886,81,20,19,3,3,0,0
8209,3001,790,113,0,1154,3,10,32,0,0,0,0
8210,57701,750,85,1,2591,0,13,9,0,0,0,0
8211,9187,224,3,0,676,0,4,4,0,0,0,0
8212,23325,633,1076,2,3680,39,14,31,15,0,0,0
8213,4712,643,311,2,1969,4,14,390,49,3,5,101
8214,2310,56,3,0,39,0,1,1,0,0,0,0
8215,8301,2759,2828,10,7097,248,68,329,42,5,3,0
8216,10269,836,106,2,1106,0,37,9,0,0,0,0
8217,144321,193,39,3,108,3,2,3,0,0,0,0
8218,3267,2189,1468,6,5521,196,40,58,23,1,0,0
8219,10641,305,38,0,876,0,4,4,0,0,0,0
8220,8723,637,210,0,1573,0,16,20,0,1,0,0
8221,221830,450,11,0,969,0,11,1,0,0,0,0
8222,6300,2365,2540,37,4148,337,58,155,13,1,7,0
8223,8881,1594,1705,1,2330,320,20,231,103,1,34,8
8224,16451,79,0,0,311,0,2,0,0,0,0,0
8225,199745,303,20,0,824,0,6,3,0,0,0,0
8226,246100,1326,1718,3,1528,537,20,36,21,1,2,0
8227,2515,174,5,0,662,0,4,2,0,0,0,0
8228,55904,302,2,0,1038,0,2,1,0,0,0,0
8229,1281,317,71,1,622,1,3,3,2,0,0,0
8230,2252,128,92,1,216,9,0,2,1,0,0,0
8231,6691,115,0,0,216,0,6,1,0,0,0,0
8232,29969,303,39,0,551,0,6,2,0,0,0,0
8233,122809,601,107,0,1656,0,10,6,0,0,0,0
8234,7041,1077,298,0,3394,0,17,41,0,0,0,0
8235,54801,1128,784,15,5042,64,16,209,18,3,8,0
8236,7473,19,0,0,2,0,0,0,0,0,0,0
8237,201254,1169,693,1,371,25,7,79,38,2,0,0
8238,23279,1492,577,5,1786,36,18,59,13,0,3,1
8239,54785,2114,3964,12,1125,1551,28,62,70,0,0,0
8240,119032,43,3,0,90,0,0,0,0,0,0,0
8241,4784,1448,1056,6,1571,58,14,13,7,0,0,0
8242,5891,3833,45,0,830,0,348,0,0,0,0,0
8243,7766,110,16,2,421,0,0,0,0,0,0,0
8244,10904,225,15,0,1138,0,7,3,0,1,0,0
8245,1295,2088,3188,38,2359,789,51,121,87,3,0,0
8246,25939,3235,2804,24,7716,240,80,140,52,6,6,0
8247,51367,597,109,0,2409,1,3,21,0,0,0,0
8248,23462,405,109,0,770,0,7,25,3,2,1,0
8249,169966,481,263,1,354,5,8,12,0,0,0,0
8250,169714,509,179,1,564,14,14,2,0,0,0,0
8251,51529,1200,1772,4,2082,245,30,92,28,10,1,1
8252,4117,188,24,0,1235,0,11,0,0,0,0,0
8253,85376,1190,757,3,579,75,77,4,4,0,0,0
8254,5627,436,62,0,335,2,6,0,0,0,0,0
8255,25614,12,0,0,0,0,0,0,0,0,0,0
8256,51206,533,505,2,734,28,1,1,2,1,0,0
8257,23373,448,22,0,1971,0,9,10,0,0,0,0
8258,54187,1145,423,3,1745,20,33,64,9,0,0,0
8259,100124700,240,4,0,966,0,1,1,0,0,0,0
8260,4815,88,23,1,277,0,1,1,0,0,0,0
8261,10966,235,38,2,882,1,5,7,0,0,0,0
8262,337960,601,122,5,1214,0,21,61,0,1,0,0
8263,79932,200,26,0,639,0,1,1,0,0,0,0
8264,374618,252,45,0,555,0,5,5,0,0,0,0
8265,1880,478,287,2,116,107,21,3,0,0,0,0
8266,4795,627,217,1,434,23,53,7,1,1,0,0
8267,93426,956,376,2,1230,0,8,26,0,0,0,0
8268,55182,340,33,0,318,0,10,1,0,0,0,0
8269,81786,467,225,0,637,34,9,2,0,0,0,0
8270,7049,394,115,1,526,0,7,13,1,1,0,0
8271,152137,661,47,0,3228,0,26,20,0,1,0,0
8272,284217,1099,500,6,3627,0,10,10,0,0,0,0
8273,6288,58,19,0,26,1,1,0,1,0,0,0
8274,79583,617,285,1,1233,27,12,8,1,1,0,0
8275,54305,26,2,0,76,0,0,0,0,0,0,0
8276,22941,599,229,0,1698,16,5,34,6,1,0,0
8277,150209,84,6,0,2249,0,4,1,0,0,0,0
8278,619570,1,0,0,366,0,1,0,0,0,0,0
8279,7108,311,15,0,501,0,21,12,0,8,0,2
8280,2302,246,111,0,65,15,5,1,0,0,0,0
8281,5991,570,343,0,777,25,5,6,5,0,0,0
8282,4677,1815,571,1,2838,0,39,83,17,4,3,1
8283,286053,657,619,1,522,133,8,16,18,1,0,1
8284,23047,1110,221,0,2225,0,19,31,7,0,4,0
8285,145864,27,1,0,88,0,0,0,0,0,0,0
8286,24418,56,1,0,92,0,1,0,0,0,0,0
8287,54621,45,0,0,158,0,1,0,0,0,0,0
8288,23581,537,66,0,1330,0,9,8,0,0,0,0
8289,6875,453,182,1,414,1,18,64,12,2,1,4
8290,54732,1320,637,4,1768,61,23,54,24,0,3,0
8291,51497,4340,3998,28,2933,631,266,170,58,42,2,0
8292,128637,53,1,0,1359,0,3,0,0,0,0,0
8293,55858,482,253,0,1230,23,28,2,0,0,0,0
8294,201626,802,151,1,3324,5,16,24,0,1,0,0
8295,118813,39,2,0,2426,0,4,0,0,0,0,0
8296,2193,2257,2733,18,5633,168,44,42,11,0,0,0
8297,521,1321,546,1,2343,7,30,62,0,1,2,0
8298,11094,2,0,0,159,0,0,0,0,0,0,0
8299,21804,18,0,0,68,0,0,0,0,0,0,0
8300,5673,87,5,0,93,0,7,0,0,0,0,0
8301,7075,1045,652,1,1660,10,7,8,1,0,0,0
8302,223,885,695,17,555,147,13,25,20,8,0,0
8303,1154,1288,345,4,3969,18,33,52,4,3,0,0
8304,94115,2,0,0,2,0,0,4,0,0,0,0
8305,3738,1400,575,3,687,24,3,22,8,0,1,0
8306,26499,71,0,0,109,0,2,0,0,0,0,0
8307,51133,692,151,0,2336,3,9,4,0,0,0,0
8308,1268,157,13,1,111,0,1,2,0,0,0,0
8309,3061,195,4,0,625,0,6,2,0,0,0,0
8310,10311,261,56,0,713,0,6,5,0,4,0,0
8311,10579,771,202,0,1161,7,6,11,0,0,0,0
8312,22404,504,199,0,309,9,3,10,6,0,1,0
8313,1280,541,269,4,161,141,4,15,27,0,1,0
8314,4322,99,31,0,42,3,2,3,0,0,0,0
8315,57003,1361,438,3,2428,0,35,25,0,0,0,0
8316,224023,64,0,0,5,0,0,0,0,0,0,0
8317,316,282,105,6,300,0,8,19,1,3,0,0
8318,84985,875,135,1,2461,0,17,20,0,1,0,0
8319,2702,163,10,0,43,0,3,0,0,0,0,0
8320,431707,325,75,1,105,20,5,0,0,0,0,0
8321,23885,31,0,0,75,0,0,0,0,0,0,0
8322,23520,140,6,1,71,0,0,0,0,0,0,0
8323,79866,519,85,0,1264,3,6,1,0,0,0,0
8324,66036,403,113,0,2794,1,3,8,0,0,0,0
8325,3953,566,179,1,1123,3,6,26,1,0,0,0
8326,51015,1055,414,2,2731,33,15,85,17,0,0,4
8327,971,252,48,0,491,0,4,6,0,0,0,0
8328,333926,124,5,0,296,0,1,0,0,0,0,0
8329,27250,2723,5549,11,4642,429,45,57,50,0,0,0
8330,50863,491,612,3,1898,55,22,51,15,3,0,0
8331,4978,301,55,0,749,2,15,8,0,0,0,0
8332,4628,4652,7059,40,7286,718,91,451,83,4,8,1
8333,253260,3064,2480,16,3568,360,92,186,40,5,11,0
8334,83540,745,382,1,1607,37,20,49,29,0,7,4
8335,10537,661,121,0,1365,2,14,10,0,0,0,0
8336,51280,651,531,1,1131,104,18,3,0,0,0,0
8337,23358,462,69,0,809,0,8,1,0,0,0,0
8338,3792,268,53,0,1508,0,6,0,0,0,0,0
8339,79669,340,1266,2,1163,44,4,1,0,0,0,0
8340,22761,18,0,0,133,0,0,0,0,0,0,0
8341,140689,18,1,0,199,0,1,0,0,0,0,0
8342,55030,330,27,0,1650,0,10,0,0,0,0,0
8343,9896,56,4,0,11,0,4,0,0,0,0,0
8344,11231,692,168,1,1151,0,11,3,0,0,0,0
8345,8692,260,56,2,1040,0,7,4,0,0,0,0
8346,8739,254,3,0,754,0,1,1,0,0,0,0
8347,5794,478,75,0,735,0,8,10,0,0,0,0
8348,54815,1174,1796,3,2255,166,18,335,88,3,66,7
8349,3660,859,359,0,1072,49,24,42,7,0,0,0
8350,359948,484,47,0,1256,0,11,4,0,0,0,0
8351,12189,434,44,0,1446,0,4,0,0,0,0,0
8352,3340,155,28,2,275,0,1,2,0,0,0,0
8353,58194,10,0,0,34,0,0,0,0,0,0,0
8354,8318,1040,417,2,2072,20,32,75,10,10,3,3
8355,80854,1519,598,6,3016,0,35,110,10,2,0,1
8356,51652,580,165,0,1697,0,9,57,8,0,2,6
8357,55870,299,14,0,154,0,7,1,0,0,0,0
8358,26509,963,329,2,2230,1,16,13,0,0,0,0
8359,27347,573,145,0,645,11,12,8,1,0,0,0
8360,79585,806,273,1,2095,6,24,5,0,0,0,0
8361,7033,145,3,0,334,0,3,1,0,0,0,0
8362,11129,541,115,0,2849,0,15,28,0,0,0,0
8363,55262,257,43,0,769,3,11,3,0,1,0,0
8364,9615,702,190,2,710,0,11,55,23,2,1,2
8365,51646,362,87,1,1239,0,5,4,0,0,0,0
8366,9437,82,10,0,1845,0,2,0,0,0,0,0
8367,10081,2212,655,7,4164,24,103,527,40,18,9,27
8368,6881,2950,4464,15,3746,701,85,897,437,8,100,57
8369,25388,243,6,0,552,0,7,1,0,0,0,0
8370,91107,378,83,0,1914,5,10,2,0,0,0,0
8371,100652748,368,8,1,347,0,8,1,0,0,0,0
8372,23559,611,324,3,896,0,50,3,0,2,0,0
8373,51439,255,67,0,425,0,0,7,0,0,0,0
8374,816580,43,0,0,277,0,1,0,0,0,0,0
8375,26471,875,329,2,1328,14,52,10,1,0,0,0
8376,76816,1684,279,1,689,9,11,73,4,9,0,0
8377,55790,222,172,1,101,47,2,6,10,0,5,0
8378,492,330,97,1,264,0,6,0,0,0,0,0
8379,164832,28,0,0,0,0,0,0,0,0,0,0
8380,362965,75,0,0,23,0,0,0,0,0,0,0
8381,4284,335,61,0,499,0,5,4,0,0,0,0
8382,7080,827,83,2,1299,2,9,25,0,0,0,0
8383,8027,1763,2243,7,3304,278,31,89,24,3,1,0
8384,23131,597,116,0,998,0,7,11,0,0,0,0
8385,20,505,70,0,524,0,9,1,0,0,0,0
8386,55763,1117,717,4,1081,36,18,39,3,1,0,0
8387,55666,3953,7672,29,4742,1577,125,516,196,7,7,0
8388,90990,189,8,0,550,0,2,0,0,0,0,0
8389,207063,25,9,0,2164,0,2,0,0,0,0,0
8390,56122,463,45,0,533,0,16,15,0,1,0,0
8391,285489,132,10,0,86,0,0,0,0,0,0,0
8392,197131,1586,2122,3,3422,683,27,33,11,0,0,0
8393,22934,1170,741,1,1389,77,17,55,21,0,0,2
8394,7009,411,624,1,332,260,4,2,1,0,0,0
8395,146852,42,3,0,1266,0,2,0,0,0,0,0
8396,7755,527,72,0,1049,0,6,4,0,0,0,0
8397,3416,1127,1100,0,4786,248,16,62,30,3,1,0
8398,58478,540,183,1,463,0,7,1,0,0,0,0
8399,113130,1298,660,1,1564,54,16,19,1,2,0,0
8400,84033,620,102,0,802,1,9,4,0,0,0,0
8401,9568,217,41,0,486,0,3,4,0,0,0,0
8402,15394,1671,1761,9,2041,564,30,81,11,0,0,0
8403,3987,1603,716,3,1055,54,23,79,5,0,0,0
8404,4363,2920,1888,25,1944,183,249,167,39,19,2,0
8405,8854,409,231,27,253,51,9,34,14,5,2,0
8406,55195,661,131,1,2445,0,6,12,0,1,0,0
